system:index,array,.geo
879,"[[-0.003938132312880427, 1.170960783958435, 23.535417556762695, 6.248099327087402, 581.0, 0.0, 2003.0], [0.015066172277129475, 1.1876291036605835, 23.535417556762695, 6.248099327087402, 593.0, 0.0, 2004.0], [-0.009899670250421932, 1.1603208780288696, 23.535417556762695, 6.248099327087402, 604.0, 0.0, 2005.0], [0.014089494845932249, 1.1819740533828735, 23.535417556762695, 6.248099327087402, 591.0, 0.0, 2006.0], [0.010870560404817597, 1.1764191389083862, 23.535417556762695, 6.248099327087402, 619.0, 0.0, 2007.0], [-0.023146918747790624, 1.1400656700134277, 23.535417556762695, 6.248099327087402, 617.0, 0.0, 2008.0], [0.004725569079635061, 1.1655957698822021, 23.535417556762695, 6.248099327087402, 581.0, 0.0, 2009.0], [-0.01846855075576692, 1.1400656700134277, 23.535417556762695, 6.248099327087402, 625.0, 0.0, 2010.0], [-0.025790182397083417, 1.1304080486297607, 23.535417556762695, 6.248099327087402, 605.0, 0.0, 2011.0], [-0.008854044625979052, 1.1450082063674927, 23.535417556762695, 6.248099327087402, 599.0, 0.0, 2012.0], [0.02231406958513915, 1.1551332473754883, 23.535417556762695, 6.248099327087402, 601.0, 0.0, 2021.0], [-0.02738336504995198, 1.1030998229980469, 23.535417556762695, 6.248099327087402, 548.0, 0.0, 2022.0], [0.0036133843406678245, 1.1551332473754883, 23.535417556762695, 6.248099327087402, 595.0, 0.0, 2013.0], [0.0059493740830181, 1.1551332473754883, 23.535417556762695, 6.248099327087402, 619.0, 0.0, 2014.0], [0.04078121040148597, 1.1876291036605835, 23.535417556762695, 6.248099327087402, 551.0, 0.0, 2015.0], [-0.014103854886986511, 1.1304080486297607, 23.535417556762695, 6.248099327087402, 593.0, 0.0, 2016.0], [0.023426254324106166, 1.1655957698822021, 23.535417556762695, 6.248099327087402, 586.0, 0.0, 2017.0], [0.015299711850764952, 1.1551332473754883, 23.535417556762695, 6.248099327087402, 578.0, 0.0, 2018.0], [0.007510660585119622, 1.1450082063674927, 23.535417556762695, 6.248099327087402, 568.0, 0.0, 2019.0], [-0.032061742750953526, 1.1030998229980469, 23.535417556762695, 6.248099327087402, 575.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[32.44755011874529,26.643260034715908]}"
889,"[[0.01752681964553704, 0.9907230734825134, 28.311044692993164, 11.2061767578125, 455.0, 0.0, 2003.0], [0.05448485867413455, 1.0295990705490112, 28.311044692993164, 11.2061767578125, 480.0, 0.0, 2004.0], [-0.0011913709920227111, 0.9758460521697998, 28.311044692993164, 11.2061767578125, 483.0, 0.0, 2005.0], [-1.8983790995286132E-4, 0.9787655472755432, 28.311044692993164, 11.2061767578125, 475.0, 0.0, 2006.0], [0.031938559947557454, 1.0128118991851807, 28.311044692993164, 11.2061767578125, 504.0, 0.0, 2007.0], [0.00793177222121666, 0.9907230734825134, 28.311044692993164, 11.2061767578125, 476.0, 0.0, 2008.0], [0.012162617312267199, 0.996877133846283, 28.311044692993164, 11.2061767578125, 463.0, 0.0, 2009.0], [-0.030496303536734937, 0.956136167049408, 28.311044692993164, 11.2061767578125, 468.0, 0.0, 2010.0], [-0.02130348293711748, 0.967246949672699, 28.311044692993164, 11.2061767578125, 487.0, 0.0, 2011.0], [-0.02603620673411766, 0.9644321799278259, 28.311044692993164, 11.2061767578125, 517.0, 0.0, 2012.0], [0.03237434410939177, 1.0401201248168945, 28.311044692993164, 11.2061767578125, 466.0, 0.0, 2021.0], [0.030456382085718214, 1.0401201248168945, 28.311044692993164, 11.2061767578125, 441.0, 0.0, 2022.0], [-0.04961259736084067, 0.942779004573822, 28.311044692993164, 11.2061767578125, 510.0, 0.0, 2013.0], [-0.04890419992177608, 0.9454053640365601, 28.311044692993164, 11.2061767578125, 500.0, 0.0, 2014.0], [-0.04009135096105543, 0.956136167049408, 28.311044692993164, 11.2061767578125, 434.0, 0.0, 2015.0], [-0.05536647546031481, 0.942779004573822, 28.311044692993164, 11.2061767578125, 458.0, 0.0, 2016.0], [-0.02711525654800573, 0.9729534387588501, 28.311044692993164, 11.2061767578125, 456.0, 0.0, 2017.0], [0.04901931015182015, 1.0510059595108032, 28.311044692993164, 11.2061767578125, 410.0, 0.0, 2018.0], [0.05081555196268028, 1.054720163345337, 28.311044692993164, 11.2061767578125, 413.0, 0.0, 2019.0], [0.013596866251617712, 1.0194194316864014, 28.311044692993164, 11.2061767578125, 448.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[4.15798040867586,19.2125108817711]}"
897,"[[0.07416469409481141, 0.5988563299179077, 25.686033248901367, 3783.77490234375, 24.0, 0.0, 2003.0], [0.013616267708803642, 0.5258650779724121, 25.686033248901367, 3783.77490234375, 28.0, 0.0, 2004.0], [-0.07341123729970978, 0.4263606667518616, 25.686033248901367, 3783.77490234375, 12.0, 0.0, 2005.0], [-0.12261511559008514, 0.3647139370441437, 25.686033248901367, 3783.77490234375, 14.0, 0.0, 2006.0], [-0.11347167139534908, 0.3614145815372467, 25.686033248901367, 3783.77490234375, 14.0, 0.0, 2007.0], [0.10404599696420841, 0.5664893984794617, 25.686033248901367, 3783.77490234375, 15.0, 0.0, 2008.0], [0.28321655686842034, 0.7331830263137817, 25.686033248901367, 3783.77490234375, 11.0, 0.0, 2009.0], [0.09890966937522921, 0.5364333391189575, 25.686033248901367, 3783.77490234375, 21.0, 0.0, 2010.0], [-0.05408556500187711, 0.37099525332450867, 25.686033248901367, 3783.77490234375, 32.0, 0.0, 2011.0], [-0.028248796956509392, 0.3843892216682434, 25.686033248901367, 3783.77490234375, 21.0, 0.0, 2012.0], [-0.06045337217132485, 0.24009689688682556, 25.686033248901367, 3783.77490234375, 26.0, 0.0, 2021.0], [0.3400503172301028, 0.6281577348709106, 25.686033248901367, 3783.77490234375, 15.0, 0.0, 2022.0], [-0.00499495768103575, 0.3951661288738251, 25.686033248901367, 3783.77490234375, 9.0, 0.0, 2013.0], [-0.06630883085971684, 0.3214094042778015, 25.686033248901367, 3783.77490234375, 12.0, 0.0, 2014.0], [-0.10660082339059718, 0.2686746120452881, 25.686033248901367, 3783.77490234375, 18.0, 0.0, 2015.0], [0.04113572037713287, 0.40396830439567566, 25.686033248901367, 3783.77490234375, 24.0, 0.0, 2016.0], [-0.09395509657641277, 0.25640055537223816, 25.686033248901367, 3783.77490234375, 15.0, 0.0, 2017.0], [-0.008825952489632582, 0.32908689975738525, 25.686033248901367, 3783.77490234375, 17.0, 0.0, 2018.0], [-0.10534945162771003, 0.22012054920196533, 25.686033248901367, 3783.77490234375, 14.0, 0.0, 2019.0], [-0.11681835157874876, 0.19620884954929352, 25.686033248901367, 3783.77490234375, 13.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[145.11550137834143,-7.49395787789161]}"
900,"[[-0.01887806351839405, 0.5594714283943176, 12.006004333496094, 879.3206787109375, 200.0, 0.0, 2003.0], [0.029109989032769068, 0.6014900207519531, 12.006004333496094, 879.3206787109375, 162.0, 0.0, 2004.0], [0.0919643526210534, 0.6583585739135742, 12.006004333496094, 879.3206787109375, 144.0, 0.0, 2005.0], [-0.0017234719144821886, 0.5587012767791748, 12.006004333496094, 879.3206787109375, 178.0, 0.0, 2006.0], [-0.04413368377900073, 0.5103216171264648, 12.006004333496094, 879.3206787109375, 228.0, 0.0, 2007.0], [-0.045334471132681964, 0.5031513571739197, 12.006004333496094, 879.3206787109375, 219.0, 0.0, 2008.0], [0.03278566766687718, 0.5752856731414795, 12.006004333496094, 879.3206787109375, 184.0, 0.0, 2009.0], [0.0831059183534757, 0.6196364760398865, 12.006004333496094, 879.3206787109375, 130.0, 0.0, 2010.0], [-0.08117466722179378, 0.4493864178657532, 12.006004333496094, 879.3206787109375, 239.0, 0.0, 2011.0], [-0.04442246024399665, 0.4801691770553589, 12.006004333496094, 879.3206787109375, 254.0, 0.0, 2012.0], [0.023438939775640155, 0.4942563474178314, 12.006004333496094, 879.3206787109375, 191.0, 0.0, 2021.0], [-0.015461517177574213, 0.4493864178657532, 12.006004333496094, 879.3206787109375, 209.0, 0.0, 2022.0], [-0.04200990606395938, 0.4765959084033966, 12.006004333496094, 879.3206787109375, 183.0, 0.0, 2013.0], [0.01671209114923844, 0.5293484330177307, 12.006004333496094, 879.3206787109375, 175.0, 0.0, 2014.0], [-0.05619263184275192, 0.45047426223754883, 12.006004333496094, 879.3206787109375, 227.0, 0.0, 2015.0], [0.022408557484322467, 0.5231059789657593, 12.006004333496094, 879.3206787109375, 176.0, 0.0, 2016.0], [-0.04369198371451616, 0.45101961493492126, 12.006004333496094, 879.3206787109375, 231.0, 0.0, 2017.0], [0.006769589584844693, 0.4955117404460907, 12.006004333496094, 879.3206787109375, 181.0, 0.0, 2018.0], [0.007128953808159255, 0.4899016320705414, 12.006004333496094, 879.3206787109375, 219.0, 0.0, 2019.0], [0.0795987971327734, 0.5564020276069641, 12.006004333496094, 879.3206787109375, 225.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[19.83670545348089,44.44463673546096]}"
907,"[[0.013836918629187678, 0.5696595907211304, 9.417632102966309, 857.5697631835938, 150.0, 0.0, 2003.0], [-0.005840250885431497, 0.543681800365448, 9.417632102966309, 857.5697631835938, 75.0, 0.0, 2004.0], [0.028052643252944653, 0.5712568163871765, 9.417632102966309, 857.5697631835938, 113.0, 0.0, 2005.0], [0.01570340106983381, 0.5526069402694702, 9.417632102966309, 857.5697631835938, 109.0, 0.0, 2006.0], [-0.030018805933306747, 0.5005841255187988, 9.417632102966309, 857.5697631835938, 136.0, 0.0, 2007.0], [-0.07109176485225732, 0.4532105326652527, 9.417632102966309, 857.5697631835938, 107.0, 0.0, 2008.0], [0.05892746035755636, 0.5769118666648865, 9.417632102966309, 857.5697631835938, 83.0, 0.0, 2009.0], [0.012798690072402863, 0.5244824886322021, 9.417632102966309, 857.5697631835938, 78.0, 0.0, 2010.0], [-0.051622510890996676, 0.45376065373420715, 9.417632102966309, 857.5697631835938, 141.0, 0.0, 2011.0], [0.006008156623303618, 0.5050907135009766, 9.417632102966309, 857.5697631835938, 123.0, 0.0, 2012.0], [0.01755137912224386, 0.45987653732299805, 9.417632102966309, 857.5697631835938, 102.0, 0.0, 2021.0], [0.013361893599594443, 0.4493864178657532, 9.417632102966309, 857.5697631835938, 106.0, 0.0, 2022.0], [-0.01676036316581453, 0.47600430250167847, 9.417632102966309, 857.5697631835938, 79.0, 0.0, 2013.0], [-0.026587494409899493, 0.45987653732299805, 9.417632102966309, 857.5697631835938, 84.0, 0.0, 2014.0], [0.062055261164779774, 0.5422186851501465, 9.417632102966309, 857.5697631835938, 109.0, 0.0, 2015.0], [0.05900809865925072, 0.532870888710022, 9.417632102966309, 857.5697631835938, 100.0, 0.0, 2016.0], [-0.0831556771723479, 0.3843892216682434, 9.417632102966309, 857.5697631835938, 111.0, 0.0, 2017.0], [0.017729276392748905, 0.4789735674858093, 9.417632102966309, 857.5697631835938, 117.0, 0.0, 2018.0], [0.09020817256107849, 0.5451518297195435, 9.417632102966309, 857.5697631835938, 100.0, 0.0, 2019.0], [-0.11016448419486968, 0.33847856521606445, 9.417632102966309, 857.5697631835938, 146.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[11.510650356265952,48.99004345207528]}"
914,"[[-0.07275832457523734, 0.530049741268158, 28.634021759033203, 1380.03759765625, 95.0, 0.0, 2003.0], [0.017832261037072583, 0.6205719113349915, 28.634021759033203, 1380.03759765625, 116.0, 0.0, 2004.0], [0.02644793161358372, 0.6291189789772034, 28.634021759033203, 1380.03759765625, 147.0, 0.0, 2005.0], [0.08450844801687407, 0.6871110796928406, 28.634021759033203, 1380.03759765625, 117.0, 0.0, 2006.0], [-0.05664477907402787, 0.5458894371986389, 28.634021759033203, 1380.03759765625, 137.0, 0.0, 2007.0], [0.013456471620339139, 0.6159222722053528, 28.634021759033203, 1380.03759765625, 138.0, 0.0, 2008.0], [0.03949350712326771, 0.6418907046318054, 28.634021759033203, 1380.03759765625, 107.0, 0.0, 2009.0], [-0.024600689434797318, 0.5777280926704407, 28.634021759033203, 1380.03759765625, 140.0, 0.0, 2010.0], [0.017376109622301628, 0.6196364760398865, 28.634021759033203, 1380.03759765625, 125.0, 0.0, 2011.0], [0.03869763400387283, 0.640889585018158, 28.634021759033203, 1380.03759765625, 133.0, 0.0, 2012.0], [0.06753214624965898, 0.6691077947616577, 28.634021759033203, 1380.03759765625, 109.0, 0.0, 2021.0], [0.06433696921728027, 0.665844202041626, 28.634021759033203, 1380.03759765625, 115.0, 0.0, 2022.0], [-0.07764085930560705, 0.5244824886322021, 28.634021759033203, 1380.03759765625, 119.0, 0.0, 2013.0], [-0.043353655470981245, 0.5587012767791748, 28.634021759033203, 1380.03759765625, 118.0, 0.0, 2014.0], [-0.04558448923989222, 0.5564020276069641, 28.634021759033203, 1380.03759765625, 146.0, 0.0, 2015.0], [0.050163328799140317, 0.6520814299583435, 28.634021759033203, 1380.03759765625, 142.0, 0.0, 2016.0], [0.15645468063202483, 0.7583041787147522, 28.634021759033203, 1380.03759765625, 142.0, 0.0, 2017.0], [0.035135733555161086, 0.6369168162345886, 28.634021759033203, 1380.03759765625, 115.0, 0.0, 2018.0], [-0.21996083164555258, 0.3817518353462219, 28.634021759033203, 1380.03759765625, 106.0, 0.0, 2019.0], [-0.07089159274448054, 0.5307526588439941, 28.634021759033203, 1380.03759765625, 113.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-41.996503367652124,-4.6055162544862105]}"
917,"[[0.06166043374235164, 0.8371783494949341, 28.538480758666992, 777.5784301757812, 233.0, 0.0, 2003.0], [-0.0777264542232724, 0.700115978717804, 28.538480758666992, 777.5784301757812, 241.0, 0.0, 2004.0], [-0.03607274625735901, 0.7441005706787109, 28.538480758666992, 777.5784301757812, 224.0, 0.0, 2005.0], [-0.03137584112196934, 0.751121997833252, 28.538480758666992, 777.5784301757812, 243.0, 0.0, 2006.0], [0.050493412637290014, 0.8353157639503479, 28.538480758666992, 777.5784301757812, 228.0, 0.0, 2007.0], [0.05190520777588403, 0.8390520811080933, 28.538480758666992, 777.5784301757812, 255.0, 0.0, 2008.0], [-0.06424063103908584, 0.7252371311187744, 28.538480758666992, 777.5784301757812, 228.0, 0.0, 2009.0], [0.028997731873921184, 0.8208000063896179, 28.538480758666992, 777.5784301757812, 224.0, 0.0, 2010.0], [0.04118896741549982, 0.8353157639503479, 28.538480758666992, 777.5784301757812, 231.0, 0.0, 2011.0], [-0.061924197839217765, 0.7345271110534668, 28.538480758666992, 777.5784301757812, 230.0, 0.0, 2012.0], [-0.018834750680777, 0.7985563278198242, 28.538480758666992, 777.5784301757812, 242.0, 0.0, 2021.0], [-0.055544953852272094, 0.7641706466674805, 28.538480758666992, 777.5784301757812, 220.0, 0.0, 2022.0], [-0.016324071173383192, 0.7824581265449524, 28.538480758666992, 777.5784301757812, 233.0, 0.0, 2013.0], [0.025058360333008678, 0.8261650800704956, 28.538480758666992, 777.5784301757812, 230.0, 0.0, 2014.0], [0.026362161516584548, 0.829793393611908, 28.538480758666992, 777.5784301757812, 224.0, 0.0, 2015.0], [-0.0430620509398838, 0.7626937031745911, 28.538480758666992, 777.5784301757812, 232.0, 0.0, 2016.0], [0.05639993218652206, 0.864486575126648, 28.538480758666992, 777.5784301757812, 252.0, 0.0, 2017.0], [0.06024962656238919, 0.8706607818603516, 28.538480758666992, 777.5784301757812, 230.0, 0.0, 2018.0], [0.022580086633234187, 0.8353157639503479, 28.538480758666992, 777.5784301757812, 213.0, 0.0, 2019.0], [-0.019790223549461916, 0.7952699661254883, 28.538480758666992, 777.5784301757812, 243.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[3.1131781424162335,11.244279435152835]}"
925,"[[0.01714039376528942, 0.5272538065910339, 1.6293487548828125, 819.9293823242188, 145.0, 0.0, 2003.0], [0.013231824935457825, 0.5217354893684387, 1.6293487548828125, 819.9293823242188, 119.0, 0.0, 2004.0], [0.00875164588745403, 0.5156411528587341, 1.6293487548828125, 819.9293823242188, 134.0, 0.0, 2005.0], [-0.007242089150861886, 0.4980376660823822, 1.6293487548828125, 819.9293823242188, 142.0, 0.0, 2006.0], [-0.013149979925666688, 0.49052003026008606, 1.6293487548828125, 819.9293823242188, 93.0, 0.0, 2007.0], [-0.04829960471350969, 0.45376065373420715, 1.6293487548828125, 819.9293823242188, 94.0, 0.0, 2008.0], [-0.02913491585706751, 0.47131118178367615, 1.6293487548828125, 819.9293823242188, 108.0, 0.0, 2009.0], [-0.02752517080957617, 0.47131118178367615, 1.6293487548828125, 819.9293823242188, 139.0, 0.0, 2010.0], [0.005280966550484267, 0.5025075674057007, 1.6293487548828125, 819.9293823242188, 177.0, 0.0, 2011.0], [0.012732920460280295, 0.5083497762680054, 1.6293487548828125, 819.9293823242188, 117.0, 0.0, 2012.0], [-0.062234049476909525, 0.4188818335533142, 1.6293487548828125, 819.9293823242188, 113.0, 0.0, 2021.0], [-0.017940726161801424, 0.46156540513038635, 1.6293487548828125, 819.9293823242188, 102.0, 0.0, 2022.0], [0.02163845785798224, 0.5156411528587341, 1.6293487548828125, 819.9293823242188, 129.0, 0.0, 2013.0], [0.024592294335703258, 0.5169852375984192, 1.6293487548828125, 819.9293823242188, 132.0, 0.0, 2014.0], [0.038565234802506065, 0.5293484330177307, 1.6293487548828125, 819.9293823242188, 134.0, 0.0, 2015.0], [0.0019662336699823313, 0.491139680147171, 1.6293487548828125, 819.9293823242188, 123.0, 0.0, 2016.0], [0.024746629685466925, 0.5123059153556824, 1.6293487548828125, 819.9293823242188, 123.0, 0.0, 2017.0], [-0.012886637933744116, 0.4730629026889801, 1.6293487548828125, 819.9293823242188, 142.0, 0.0, 2018.0], [0.01752535965962332, 0.5018651485443115, 1.6293487548828125, 819.9293823242188, 119.0, 0.0, 2019.0], [0.032241212418906595, 0.5149712562561035, 1.6293487548828125, 819.9293823242188, 120.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-83.61514420350342,50.47004290304119]}"
929,"[[-0.09788672299305523, 0.8921655416488647, 28.795520782470703, 629.671875, 347.0, 0.0, 2003.0], [0.06295032985883164, 1.0510059595108032, 28.795520782470703, 629.671875, 364.0, 0.0, 2004.0], [0.010823607927917367, 0.996877133846283, 28.795520782470703, 629.671875, 363.0, 0.0, 2005.0], [0.03204137410037389, 1.0160982608795166, 28.795520782470703, 629.671875, 346.0, 0.0, 2006.0], [0.014816877907814385, 0.996877133846283, 28.795520782470703, 629.671875, 370.0, 0.0, 2007.0], [0.023090661002267976, 1.0031542778015137, 28.795520782470703, 629.671875, 349.0, 0.0, 2008.0], [-0.010814559243666366, 0.967246949672699, 28.795520782470703, 629.671875, 335.0, 0.0, 2009.0], [0.06050888958635703, 1.0365737676620483, 28.795520782470703, 629.671875, 372.0, 0.0, 2010.0], [-0.012425854407354664, 0.9616423845291138, 28.795520782470703, 629.671875, 385.0, 0.0, 2011.0], [0.024805525750488666, 0.996877133846283, 28.795520782470703, 629.671875, 346.0, 0.0, 2012.0], [0.027627045615065793, 0.9817125201225281, 28.795520782470703, 629.671875, 367.0, 0.0, 2021.0], [0.017998394837296372, 0.9700872302055359, 28.795520782470703, 629.671875, 339.0, 0.0, 2022.0], [-0.042603107695824094, 0.9274663925170898, 28.795520782470703, 629.671875, 361.0, 0.0, 2013.0], [-0.08468678557701748, 0.8833860754966736, 28.795520782470703, 629.671875, 338.0, 0.0, 2014.0], [-0.03860983771592719, 0.9274663925170898, 28.795520782470703, 629.671875, 377.0, 0.0, 2015.0], [-0.02905026322437887, 0.9350293278694153, 28.795520782470703, 629.671875, 355.0, 0.0, 2016.0], [0.054020777668602804, 1.0160982608795166, 28.795520782470703, 629.671875, 352.0, 0.0, 2017.0], [0.007166097302459318, 0.967246949672699, 28.795520782470703, 629.671875, 347.0, 0.0, 2018.0], [0.006347966696809149, 0.9644321799278259, 28.795520782470703, 629.671875, 313.0, 0.0, 2019.0], [-0.026120417397056617, 0.9299671649932861, 28.795520782470703, 629.671875, 369.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[20.676715490876855,12.44118229723976]}"
932,"[[-0.1057435435265408, 0.8833860754966736, 9.703262329101562, 201.25941467285156, 229.0, 0.0, 2003.0], [-0.03736455233122826, 0.942779004573822, 9.703262329101562, 201.25941467285156, 260.0, 0.0, 2004.0], [0.010579637981649737, 0.9817125201225281, 9.703262329101562, 201.25941467285156, 335.0, 0.0, 2005.0], [0.044193702344150765, 1.006340503692627, 9.703262329101562, 201.25941467285156, 277.0, 0.0, 2006.0], [0.022685294265249345, 0.9758460521697998, 9.703262329101562, 201.25941467285156, 305.0, 0.0, 2007.0], [0.011961489937259762, 0.956136167049408, 9.703262329101562, 201.25941467285156, 281.0, 0.0, 2008.0], [-0.053934940666841014, 0.881229043006897, 9.703262329101562, 201.25941467285156, 258.0, 0.0, 2009.0], [0.016601064344009764, 0.942779004573822, 9.703262329101562, 201.25941467285156, 337.0, 0.0, 2010.0], [0.11240721111160124, 1.0295990705490112, 9.703262329101562, 201.25941467285156, 287.0, 0.0, 2011.0], [0.13550107792741417, 1.0437068939208984, 9.703262329101562, 201.25941467285156, 318.0, 0.0, 2012.0], [0.04133185946191309, 0.8685892224311829, 9.703262329101562, 201.25941467285156, 323.0, 0.0, 2021.0], [-0.0450900821494018, 0.7731812000274658, 9.703262329101562, 201.25941467285156, 257.0, 0.0, 2022.0], [0.05968208329361979, 0.9588772058486938, 9.703262329101562, 201.25941467285156, 240.0, 0.0, 2013.0], [-0.00897999875577482, 0.881229043006897, 9.703262329101562, 201.25941467285156, 311.0, 0.0, 2014.0], [-0.047758852658345785, 0.8334641456604004, 9.703262329101562, 201.25941467285156, 287.0, 0.0, 2015.0], [-0.18628181031427737, 0.6859551072120667, 9.703262329101562, 201.25941467285156, 229.0, 0.0, 2016.0], [-7.71034859875841E-4, 0.8624551892280579, 9.703262329101562, 201.25941467285156, 309.0, 0.0, 2017.0], [0.049256800023106284, 0.9034969806671143, 9.703262329101562, 201.25941467285156, 287.0, 0.0, 2018.0], [-0.01363072443580382, 0.831623375415802, 9.703262329101562, 201.25941467285156, 282.0, 0.0, 2019.0], [-0.004644680991878092, 0.831623375415802, 9.703262329101562, 201.25941467285156, 290.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[68.92412888148792,46.497340641241465]}"
936,"[[0.04198601593244, 1.0261690616607666, 29.805267333984375, 244.84486389160156, 290.0, 0.0, 2003.0], [0.03321709438952547, 1.0160982608795166, 29.805267333984375, 244.84486389160156, 341.0, 0.0, 2004.0], [0.01842427856977058, 1.0, 29.805267333984375, 244.84486389160156, 284.0, 0.0, 2005.0], [-0.02413767243700682, 0.956136167049408, 29.805267333984375, 244.84486389160156, 348.0, 0.0, 2006.0], [0.014813060735711647, 0.99378502368927, 29.805267333984375, 244.84486389160156, 342.0, 0.0, 2007.0], [0.03842817986977276, 1.0160982608795166, 29.805267333984375, 244.84486389160156, 344.0, 0.0, 2008.0], [-0.020228466195094996, 0.956136167049408, 29.805267333984375, 244.84486389160156, 316.0, 0.0, 2009.0], [-0.09383371370474958, 0.881229043006897, 29.805267333984375, 244.84486389160156, 332.0, 0.0, 2010.0], [-0.06089463998847411, 0.9128662347793579, 29.805267333984375, 244.84486389160156, 338.0, 0.0, 2011.0], [-0.047473649056661404, 0.9249853491783142, 29.805267333984375, 244.84486389160156, 299.0, 0.0, 2012.0], [-0.040649942875176426, 0.9200814366340637, 29.805267333984375, 244.84486389160156, 335.0, 0.0, 2021.0], [0.037447636280857344, 0.996877133846283, 29.805267333984375, 244.84486389160156, 304.0, 0.0, 2022.0], [-0.001066320264198839, 0.9700872302055359, 29.805267333984375, 244.84486389160156, 332.0, 0.0, 2013.0], [0.01186085159660788, 0.9817125201225281, 29.805267333984375, 244.84486389160156, 328.0, 0.0, 2014.0], [0.022173281489449637, 0.9907230734825134, 29.805267333984375, 244.84486389160156, 262.0, 0.0, 2015.0], [0.014464610073278927, 0.9817125201225281, 29.805267333984375, 244.84486389160156, 314.0, 0.0, 2016.0], [-0.025768001872936597, 0.9401744604110718, 29.805267333984375, 244.84486389160156, 344.0, 0.0, 2017.0], [0.05145767512836463, 1.0160982608795166, 29.805267333984375, 244.84486389160156, 311.0, 0.0, 2018.0], [0.0273843696751761, 0.9907230734825134, 29.805267333984375, 244.84486389160156, 326.0, 0.0, 2019.0], [0.0023953526533450065, 0.9644321799278259, 29.805267333984375, 244.84486389160156, 300.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-13.664608426039367,15.55466406970697]}"
937,"[[0.06000916842003101, 0.4223497807979584, 2.4081146717071533, 605.9580078125, 116.0, 0.0, 2003.0], [0.036103081492012634, 0.40209460258483887, 2.4081146717071533, 605.9580078125, 90.0, 0.0, 2004.0], [-0.009874591582607617, 0.3597778379917145, 2.4081146717071533, 605.9580078125, 124.0, 0.0, 2005.0], [-0.07115434809263632, 0.3021489977836609, 2.4081146717071533, 605.9580078125, 96.0, 0.0, 2006.0], [0.11480630492535415, 0.4917605519294739, 2.4081146717071533, 605.9580078125, 106.0, 0.0, 2007.0], [-0.048169555395938646, 0.33243560791015625, 2.4081146717071533, 605.9580078125, 132.0, 0.0, 2008.0], [-0.06321761102330292, 0.32104846835136414, 2.4081146717071533, 605.9580078125, 107.0, 0.0, 2009.0], [-0.029361127135637766, 0.3585558533668518, 2.4081146717071533, 605.9580078125, 157.0, 0.0, 2010.0], [-4.865934463867405E-4, 0.391081303358078, 2.4081146717071533, 605.9580078125, 122.0, 0.0, 2011.0], [0.030637702931741673, 0.42585650086402893, 2.4081146717071533, 605.9580078125, 162.0, 0.0, 2012.0], [-0.04635516308117482, 0.3817518353462219, 2.4081146717071533, 605.9580078125, 129.0, 0.0, 2021.0], [0.016003740124448884, 0.4477616548538208, 2.4081146717071533, 605.9580078125, 100.0, 0.0, 2022.0], [-0.04914260624710576, 0.34973710775375366, 2.4081146717071533, 605.9580078125, 96.0, 0.0, 2013.0], [-0.03111212439577582, 0.3714185059070587, 2.4081146717071533, 605.9580078125, 103.0, 0.0, 2014.0], [-0.007339256287987372, 0.3988422751426697, 2.4081146717071533, 605.9580078125, 77.0, 0.0, 2015.0], [-0.09697329994553816, 0.3128591477870941, 2.4081146717071533, 605.9580078125, 122.0, 0.0, 2016.0], [0.06968489414099532, 0.4831782579421997, 2.4081146717071533, 605.9580078125, 112.0, 0.0, 2017.0], [0.04782638335969991, 0.4649706482887268, 2.4081146717071533, 605.9580078125, 133.0, 0.0, 2018.0], [0.016344598098297858, 0.4371397793292999, 2.4081146717071533, 605.9580078125, 118.0, 0.0, 2019.0], [0.06177040314151111, 0.4862164855003357, 2.4081146717071533, 605.9580078125, 147.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-106.64110056183416,37.557407272766135]}"
