system:index,array,.geo
278,"[[0.2636705027900823, 0.7808927893638611, 24.8345890045166, 1797.8863525390625, 3.0, 0.0, 2003.0], [0.14361095710304927, 0.6636871695518494, 24.8345890045166, 1797.8863525390625, 11.0, 0.0, 2004.0], [-0.21007880738312457, 0.3128591477870941, 24.8345890045166, 1797.8863525390625, 10.0, 0.0, 2005.0], [-0.17959222548277798, 0.3461996614933014, 24.8345890045166, 1797.8863525390625, 6.0, 0.0, 2006.0], [-0.04607167185518246, 0.48257413506507874, 24.8345890045166, 1797.8863525390625, 9.0, 0.0, 2007.0], [0.14090592142631342, 0.6724056601524353, 24.8345890045166, 1797.8863525390625, 10.0, 0.0, 2008.0], [-0.009878998746177814, 0.5244824886322021, 24.8345890045166, 1797.8863525390625, 11.0, 0.0, 2009.0], [0.1569224043382048, 0.6941378116607666, 24.8345890045166, 1797.8863525390625, 12.0, 0.0, 2010.0], [0.2915540362873795, 0.831623375415802, 24.8345890045166, 1797.8863525390625, 3.0, 0.0, 2011.0], [-0.1843674057057525, 0.3585558533668518, 24.8345890045166, 1797.8863525390625, 9.0, 0.0, 2012.0], [-0.1472770213982042, 0.4213550388813019, 24.8345890045166, 1797.8863525390625, 8.0, 0.0, 2021.0], [0.35103780447301336, 0.9225237965583801, 24.8345890045166, 1797.8863525390625, 2.0, 0.0, 2022.0], [0.053946735610861496, 0.5997317433357239, 24.8345890045166, 1797.8863525390625, 12.0, 0.0, 2013.0], [-0.6354643624733616, -0.0868254229426384, 24.8345890045166, 1797.8863525390625, 5.0, 0.0, 2014.0], [-0.14087702786136425, 0.41061583161354065, 24.8345890045166, 1797.8863525390625, 9.0, 0.0, 2015.0], [-0.3344876680507851, 0.21985912322998047, 24.8345890045166, 1797.8863525390625, 5.0, 0.0, 2016.0], [0.5167721491157433, 1.073980689048767, 24.8345890045166, 1797.8863525390625, 5.0, 0.0, 2017.0], [-0.21967136042423308, 0.3403910994529724, 24.8345890045166, 1797.8863525390625, 7.0, 0.0, 2018.0], [0.10509974400953026, 0.6680161356925964, 24.8345890045166, 1797.8863525390625, 6.0, 0.0, 2019.0], [0.08424629422678642, 0.6500166058540344, 24.8345890045166, 1797.8863525390625, 9.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-59.873150602536754,7.247570867760422]}"
283,"[[-0.04263193896063011, 0.46668723225593567, 17.61063003540039, 716.725341796875, 288.0, 0.0, 2003.0], [-0.04381928174058958, 0.46611398458480835, 17.61063003540039, 716.725341796875, 296.0, 0.0, 2004.0], [-0.024942551862855433, 0.48560649156570435, 17.61063003540039, 716.725341796875, 282.0, 0.0, 2005.0], [0.028149520880558665, 0.5393126606941223, 17.61063003540039, 716.725341796875, 237.0, 0.0, 2006.0], [-0.004081975982497266, 0.5076952576637268, 17.61063003540039, 716.725341796875, 292.0, 0.0, 2007.0], [0.05886548635594857, 0.5712568163871765, 17.61063003540039, 716.725341796875, 310.0, 0.0, 2008.0], [0.017745550433432622, 0.5307526588439941, 17.61063003540039, 716.725341796875, 290.0, 0.0, 2009.0], [0.016428539024936017, 0.530049741268158, 17.61063003540039, 716.725341796875, 273.0, 0.0, 2010.0], [0.04755808830796193, 0.5617933869361877, 17.61063003540039, 716.725341796875, 316.0, 0.0, 2011.0], [0.007570596648153072, 0.5224199891090393, 17.61063003540039, 716.725341796875, 333.0, 0.0, 2012.0], [0.008967134765850981, 0.5293484330177307, 17.61063003540039, 716.725341796875, 276.0, 0.0, 2021.0], [-0.026111976553692684, 0.4948834180831909, 17.61063003540039, 716.725341796875, 276.0, 0.0, 2022.0], [0.026753514309926674, 0.5422186851501465, 17.61063003540039, 716.725341796875, 254.0, 0.0, 2013.0], [-0.008384009561496875, 0.5076952576637268, 17.61063003540039, 716.725341796875, 269.0, 0.0, 2014.0], [-0.025553680910713084, 0.491139680147171, 17.61063003540039, 716.725341796875, 301.0, 0.0, 2015.0], [-0.016083476062425328, 0.5012239813804626, 17.61063003540039, 716.725341796875, 273.0, 0.0, 2016.0], [-0.03595209114601294, 0.4819711446762085, 17.61063003540039, 716.725341796875, 284.0, 0.0, 2017.0], [0.005256129283716771, 0.5237934589385986, 17.61063003540039, 716.725341796875, 272.0, 0.0, 2018.0], [0.01371946267013624, 0.532870888710022, 17.61063003540039, 716.725341796875, 270.0, 0.0, 2019.0], [-0.0034530398997068, 0.5163124799728394, 17.61063003540039, 716.725341796875, 247.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[39.61785445154864,7.444187947308614]}"
285,"[[-0.028089768042505292, 0.5688640475273132, 24.711084365844727, 3497.029052734375, 59.0, 0.0, 2003.0], [-0.003909227222505196, 0.5927956104278564, 24.711084365844727, 3497.029052734375, 63.0, 0.0, 2004.0], [-0.012119552613657492, 0.5843356251716614, 24.711084365844727, 3497.029052734375, 54.0, 0.0, 2005.0], [0.07290159541320518, 0.6691077947616577, 24.711084365844727, 3497.029052734375, 50.0, 0.0, 2006.0], [0.030286786594702075, 0.6262440085411072, 24.711084365844727, 3497.029052734375, 61.0, 0.0, 2007.0], [-0.018796376844652296, 0.5769118666648865, 24.711084365844727, 3497.029052734375, 49.0, 0.0, 2008.0], [-0.03752561021906664, 0.55793297290802, 24.711084365844727, 3497.029052734375, 70.0, 0.0, 2009.0], [0.04072182652212275, 0.6359314322471619, 24.711084365844727, 3497.029052734375, 57.0, 0.0, 2010.0], [-0.026890096396754326, 0.5680705308914185, 24.711084365844727, 3497.029052734375, 56.0, 0.0, 2011.0], [-0.04435985135173193, 0.5503517985343933, 24.711084365844727, 3497.029052734375, 30.0, 0.0, 2012.0], [-0.06591010399836406, 0.5265586972236633, 24.711084365844727, 3497.029052734375, 40.0, 0.0, 2021.0], [0.06613875112841305, 0.6583585739135742, 24.711084365844727, 3497.029052734375, 52.0, 0.0, 2022.0], [0.019619512457081267, 0.6140815019607544, 24.711084365844727, 3497.029052734375, 50.0, 0.0, 2013.0], [0.04073607702981186, 0.6349490880966187, 24.711084365844727, 3497.029052734375, 62.0, 0.0, 2014.0], [0.015562302528325356, 0.6095263361930847, 24.711084365844727, 3497.029052734375, 63.0, 0.0, 2015.0], [-0.0931309297090942, 0.5005841255187988, 24.711084365844727, 3497.029052734375, 51.0, 0.0, 2016.0], [0.04543148768858618, 0.6388968825340271, 24.711084365844727, 3497.029052734375, 51.0, 0.0, 2017.0], [-0.030645249497531557, 0.5625711679458618, 24.711084365844727, 3497.029052734375, 62.0, 0.0, 2018.0], [0.04002619950894537, 0.6329936385154724, 24.711084365844727, 3497.029052734375, 43.0, 0.0, 2019.0], [-0.010047772975329217, 0.5826706886291504, 24.711084365844727, 3497.029052734375, 72.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-66.86177430225167,5.975810092595331]}"
287,"[[0.027323160640341237, 1.1304080486297607, 26.35652732849121, 29.592531204223633, 497.0, 0.0, 2003.0], [0.025777009041996424, 1.1304080486297607, 26.35652732849121, 29.592531204223633, 511.0, 0.0, 2004.0], [0.04895182131080089, 1.1551332473754883, 26.35652732849121, 29.592531204223633, 501.0, 0.0, 2005.0], [0.013311213641375108, 1.121038794517517, 26.35652732849121, 29.592531204223633, 481.0, 0.0, 2006.0], [-0.006173906263330142, 1.1030998229980469, 26.35652732849121, 29.592531204223633, 495.0, 0.0, 2007.0], [-0.007720061074784734, 1.1030998229980469, 26.35652732849121, 29.592531204223633, 493.0, 0.0, 2008.0], [-0.017869493657273416, 1.0945007801055908, 26.35652732849121, 29.592531204223633, 484.0, 0.0, 2009.0], [-0.01514556529079969, 1.0987708568572998, 26.35652732849121, 29.592531204223633, 478.0, 0.0, 2010.0], [0.0055762175579630036, 1.121038794517517, 26.35652732849121, 29.592531204223633, 534.0, 0.0, 2011.0], [-0.043028036296022254, 1.073980689048767, 26.35652732849121, 29.592531204223633, 498.0, 0.0, 2012.0], [0.009128866008471181, 1.1400656700134277, 26.35652732849121, 29.592531204223633, 482.0, 0.0, 2021.0], [0.038477825142023914, 1.170960783958435, 26.35652732849121, 29.592531204223633, 469.0, 0.0, 2022.0], [-0.06755315552401875, 1.0510059595108032, 26.35652732849121, 29.592531204223633, 500.0, 0.0, 2013.0], [-0.057822111543969434, 1.0622831583023071, 26.35652732849121, 29.592531204223633, 481.0, 0.0, 2014.0], [-0.03552032234528135, 1.0861310958862305, 26.35652732849121, 29.592531204223633, 473.0, 0.0, 2015.0], [-0.020097750044919538, 1.1030998229980469, 26.35652732849121, 29.592531204223633, 474.0, 0.0, 2016.0], [0.03038528464248924, 1.1551332473754883, 26.35652732849121, 29.592531204223633, 479.0, 0.0, 2017.0], [0.028839136257253983, 1.1551332473754883, 26.35652732849121, 29.592531204223633, 454.0, 0.0, 2018.0], [0.03248061209918074, 1.1603208780288696, 26.35652732849121, 29.592531204223633, 489.0, 0.0, 2019.0], [0.010679255698503809, 1.1400656700134277, 26.35652732849121, 29.592531204223633, 487.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[28.158801836808223,15.636014059774832]}"
293,"[[0.006575790703329032, 0.6669282913208008, 25.462326049804688, 2775.042724609375, 34.0, 0.0, 2003.0], [-0.032991272730117704, 0.6271994113922119, 25.462326049804688, 2775.042724609375, 47.0, 0.0, 2004.0], [0.05491772636470893, 0.7149461507797241, 25.462326049804688, 2775.042724609375, 30.0, 0.0, 2005.0], [0.1521905895103668, 0.8120571970939636, 25.462326049804688, 2775.042724609375, 23.0, 0.0, 2006.0], [-2.8775822923543526E-4, 0.6594170331954956, 25.462326049804688, 2775.042724609375, 25.0, 0.0, 2007.0], [-0.0032907692214559914, 0.6562522053718567, 25.462326049804688, 2775.042724609375, 29.0, 0.0, 2008.0], [0.020857532368002696, 0.6802382469177246, 25.462326049804688, 2775.042724609375, 42.0, 0.0, 2009.0], [0.06471324863520589, 0.723932147026062, 25.462326049804688, 2775.042724609375, 34.0, 0.0, 2010.0], [-0.050433874943989765, 0.608623206615448, 25.462326049804688, 2775.042724609375, 30.0, 0.0, 2011.0], [-0.08923567467944171, 0.5696595907211304, 25.462326049804688, 2775.042724609375, 27.0, 0.0, 2012.0], [0.25781533766650677, 0.9152529239654541, 25.462326049804688, 2775.042724609375, 15.0, 0.0, 2021.0], [-0.06362143492239347, 0.5936543345451355, 25.462326049804688, 2775.042724609375, 29.0, 0.0, 2022.0], [-0.2038692186595935, 0.4548637866973877, 25.462326049804688, 2775.042724609375, 22.0, 0.0, 2013.0], [-0.016680483893757425, 0.6418907046318054, 25.462326049804688, 2775.042724609375, 29.0, 0.0, 2014.0], [-0.028326228655607077, 0.6300831437110901, 25.462326049804688, 2775.042724609375, 40.0, 0.0, 2015.0], [-0.0853854072503667, 0.5728621482849121, 25.462326049804688, 2775.042724609375, 39.0, 0.0, 2016.0], [0.023288002676494446, 0.6813732981681824, 25.462326049804688, 2775.042724609375, 34.0, 0.0, 2017.0], [-0.05731381918420164, 0.6006096601486206, 25.462326049804688, 2775.042724609375, 37.0, 0.0, 2018.0], [-0.01786997844607552, 0.6398916840553284, 25.462326049804688, 2775.042724609375, 28.0, 0.0, 2019.0], [0.06894769289162328, 0.7265475392341614, 25.462326049804688, 2775.042724609375, 37.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-59.8741342562252,0.7435216479659207]}"
301,"[[0.10612556825326336, 0.9480538368225098, 6.4055891036987305, 365.372802734375, 161.0, 0.0, 2003.0], [-0.030086406608283767, 0.8120571970939636, 6.4055891036987305, 365.372802734375, 153.0, 0.0, 2004.0], [-0.07371597060854895, 0.7686435580253601, 6.4055891036987305, 365.372802734375, 190.0, 0.0, 2005.0], [0.07508298795844637, 0.9176578521728516, 6.4055891036987305, 365.372802734375, 192.0, 0.0, 2006.0], [-0.05875892696540175, 0.7840312719345093, 6.4055891036987305, 365.372802734375, 214.0, 0.0, 2007.0], [-0.06676238424618486, 0.7762431502342224, 6.4055891036987305, 365.372802734375, 222.0, 0.0, 2008.0], [-0.07004025983209827, 0.7731812000274658, 6.4055891036987305, 365.372802734375, 201.0, 0.0, 2009.0], [0.064709825251683, 0.9081466197967529, 6.4055891036987305, 365.372802734375, 265.0, 0.0, 2010.0], [-0.004600049017472907, 0.8390520811080933, 6.4055891036987305, 365.372802734375, 184.0, 0.0, 2011.0], [0.12056471511675393, 0.9644321799278259, 6.4055891036987305, 365.372802734375, 217.0, 0.0, 2012.0], [-0.017833289916409423, 0.8279739618301392, 6.4055891036987305, 365.372802734375, 231.0, 0.0, 2021.0], [-0.09490058949379276, 0.751121997833252, 6.4055891036987305, 365.372802734375, 179.0, 0.0, 2022.0], [-0.09010823722086847, 0.7539751529693604, 6.4055891036987305, 365.372802734375, 189.0, 0.0, 2013.0], [-0.08307505195022935, 0.7612236738204956, 6.4055891036987305, 365.372802734375, 225.0, 0.0, 2014.0], [0.13133199171356902, 0.9758460521697998, 6.4055891036987305, 365.372802734375, 210.0, 0.0, 2015.0], [-0.12339100473271092, 0.7213383913040161, 6.4055891036987305, 365.372802734375, 140.0, 0.0, 2016.0], [0.005590190554636165, 0.85053551197052, 6.4055891036987305, 365.372802734375, 203.0, 0.0, 2017.0], [0.10556424366743966, 0.9507248997688293, 6.4055891036987305, 365.372802734375, 225.0, 0.0, 2018.0], [0.027370177885222224, 0.8727461695671082, 6.4055891036987305, 365.372802734375, 194.0, 0.0, 2019.0], [0.07693247019098837, 0.9225237965583801, 6.4055891036987305, 365.372802734375, 209.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[57.42789320032756,49.98327857136975]}"
307,"[[-0.012243980110214325, 0.5357176065444946, 25.327455520629883, 1096.62890625, 138.0, 0.0, 2003.0], [-0.055452455589055094, 0.48866844177246094, 25.327455520629883, 1096.62890625, 176.0, 0.0, 2004.0], [-0.03126402271737039, 0.5090056657791138, 25.327455520629883, 1096.62890625, 161.0, 0.0, 2005.0], [0.08414292011316593, 0.6205719113349915, 25.327455520629883, 1096.62890625, 135.0, 0.0, 2006.0], [0.10531698975344539, 0.6379052996635437, 25.327455520629883, 1096.62890625, 129.0, 0.0, 2007.0], [-0.012435132662600212, 0.5163124799728394, 25.327455520629883, 1096.62890625, 155.0, 0.0, 2008.0], [0.03150563181802213, 0.5564020276069641, 25.327455520629883, 1096.62890625, 154.0, 0.0, 2009.0], [0.021893664013233227, 0.542949378490448, 25.327455520629883, 1096.62890625, 189.0, 0.0, 2010.0], [-0.0015738643438218958, 0.5156411528587341, 25.327455520629883, 1096.62890625, 137.0, 0.0, 2011.0], [-0.04206315410715278, 0.47131118178367615, 25.327455520629883, 1096.62890625, 133.0, 0.0, 2012.0], [-0.02939013172642524, 0.4493864178657532, 25.327455520629883, 1096.62890625, 176.0, 0.0, 2021.0], [0.061497486801437795, 0.5364333391189575, 25.327455520629883, 1096.62890625, 134.0, 0.0, 2022.0], [-0.05904885680678251, 0.45047426223754883, 25.327455520629883, 1096.62890625, 138.0, 0.0, 2013.0], [-0.08482359155612584, 0.42085883021354675, 25.327455520629883, 1096.62890625, 148.0, 0.0, 2014.0], [0.029615385682649098, 0.5314571261405945, 25.327455520629883, 1096.62890625, 151.0, 0.0, 2015.0], [-0.007481012923200636, 0.49052003026008606, 25.327455520629883, 1096.62890625, 177.0, 0.0, 2016.0], [-0.0757602973469973, 0.41838952898979187, 25.327455520629883, 1096.62890625, 135.0, 0.0, 2017.0], [0.02667609257335729, 0.5169852375984192, 25.327455520629883, 1096.62890625, 135.0, 0.0, 2018.0], [0.023194478446648792, 0.509662926197052, 25.327455520629883, 1096.62890625, 143.0, 0.0, 2019.0], [0.027693850687788846, 0.5103216171264648, 25.327455520629883, 1096.62890625, 141.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[24.24944022891077,-6.919901421227304]}"
313,"[[0.02959350518215842, 1.0227760076522827, 25.851686477661133, 12.257746696472168, 427.0, 0.0, 2003.0], [0.029164711013853872, 1.0227760076522827, 25.851686477661133, 12.257746696472168, 454.0, 0.0, 2004.0], [0.02537816642094126, 1.0194194316864014, 25.851686477661133, 12.257746696472168, 445.0, 0.0, 2005.0], [0.021628200554660415, 1.0160982608795166, 25.851686477661133, 12.257746696472168, 444.0, 0.0, 2006.0], [0.011441650090557864, 1.006340503692627, 25.851686477661133, 12.257746696472168, 456.0, 0.0, 2007.0], [-0.004604575178951742, 0.9907230734825134, 25.851686477661133, 12.257746696472168, 428.0, 0.0, 2008.0], [0.0011195156666948813, 0.996877133846283, 25.851686477661133, 12.257746696472168, 454.0, 0.0, 2009.0], [-0.04005024440739302, 0.956136167049408, 25.851686477661133, 12.257746696472168, 440.0, 0.0, 2010.0], [-0.023661767757346963, 0.9729534387588501, 25.851686477661133, 12.257746696472168, 486.0, 0.0, 2011.0], [-0.04631910002458062, 0.9507248997688293, 25.851686477661133, 12.257746696472168, 501.0, 0.0, 2012.0], [0.01851275832879562, 1.0194194316864014, 25.851686477661133, 12.257746696472168, 454.0, 0.0, 2021.0], [0.0533846949283352, 1.054720163345337, 25.851686477661133, 12.257746696472168, 474.0, 0.0, 2022.0], [-0.021627917141733066, 0.9758460521697998, 25.851686477661133, 12.257746696472168, 481.0, 0.0, 2013.0], [-0.049848927548419186, 0.9480538368225098, 25.851686477661133, 12.257746696472168, 503.0, 0.0, 2014.0], [-0.03108460797544288, 0.967246949672699, 25.851686477661133, 12.257746696472168, 460.0, 0.0, 2015.0], [-0.028673122502002046, 0.9700872302055359, 25.851686477661133, 12.257746696472168, 438.0, 0.0, 2016.0], [0.003963955575852829, 1.0031542778015137, 25.851686477661133, 12.257746696472168, 442.0, 0.0, 2017.0], [0.016479145376642856, 1.0160982608795166, 25.851686477661133, 12.257746696472168, 438.0, 0.0, 2018.0], [0.026121151098496886, 1.0261690616607666, 25.851686477661133, 12.257746696472168, 441.0, 0.0, 2019.0], [0.009082808298884082, 1.0095595121383667, 25.851686477661133, 12.257746696472168, 472.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[12.094617544365049,17.38319253551894]}"
318,"[[0.0210510186945867, 1.0194194316864014, 26.747602462768555, 4.797640800476074, 468.0, 0.0, 2003.0], [0.03348597029134859, 1.033066987991333, 26.747602462768555, 4.797640800476074, 506.0, 0.0, 2004.0], [0.018622487977989488, 1.0194194316864014, 26.747602462768555, 4.797640800476074, 501.0, 0.0, 2005.0], [-0.0020095509365363196, 1.0, 26.747602462768555, 4.797640800476074, 490.0, 0.0, 2006.0], [0.01287610775476522, 1.0160982608795166, 26.747602462768555, 4.797640800476074, 529.0, 0.0, 2007.0], [0.014984671333525545, 1.0194194316864014, 26.747602462768555, 4.797640800476074, 488.0, 0.0, 2008.0], [-0.014927615398744543, 0.9907230734825134, 26.747602462768555, 4.797640800476074, 487.0, 0.0, 2009.0], [-0.02217590312620521, 0.9846873879432678, 26.747602462768555, 4.797640800476074, 499.0, 0.0, 2010.0], [-0.004921620496083801, 1.0031542778015137, 26.747602462768555, 4.797640800476074, 531.0, 0.0, 2011.0], [-0.012411366639529575, 0.996877133846283, 26.747602462768555, 4.797640800476074, 541.0, 0.0, 2012.0], [0.03826703713418533, 1.0584789514541626, 26.747602462768555, 4.797640800476074, 509.0, 0.0, 2021.0], [0.04470957364385386, 1.0661340951919556, 26.747602462768555, 4.797640800476074, 476.0, 0.0, 2022.0], [-0.046072249086368755, 0.9644321799278259, 26.747602462768555, 4.797640800476074, 524.0, 0.0, 2013.0], [-0.052839830393625276, 0.9588772058486938, 26.747602462768555, 4.797640800476074, 524.0, 0.0, 2014.0], [-0.031217118308005887, 0.9817125201225281, 26.747602462768555, 4.797640800476074, 487.0, 0.0, 2015.0], [-0.014142245658658403, 1.0, 26.747602462768555, 4.797640800476074, 481.0, 0.0, 2016.0], [-0.00254627500186011, 1.0128118991851807, 26.747602462768555, 4.797640800476074, 459.0, 0.0, 2017.0], [-4.725154957390121E-4, 1.0160982608795166, 26.747602462768555, 4.797640800476074, 483.0, 0.0, 2018.0], [0.025923510317518383, 1.0437068939208984, 26.747602462768555, 4.797640800476074, 442.0, 0.0, 2019.0], [-0.006184086606414452, 1.0128118991851807, 26.747602462768555, 4.797640800476074, 492.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[13.31044933961913,19.821493094414578]}"
319,"[[-0.09794173710852827, 0.6300831437110901, 10.052043914794922, 862.6983642578125, 136.0, 0.0, 2003.0], [-0.05178428300042315, 0.640889585018158, 10.052043914794922, 862.6983642578125, 62.0, 0.0, 2004.0], [0.0868745411844547, 0.7441005706787109, 10.052043914794922, 862.6983642578125, 122.0, 0.0, 2005.0], [0.07108072951184718, 0.6929556727409363, 10.052043914794922, 862.6983642578125, 94.0, 0.0, 2006.0], [0.2563093958804621, 0.842833399772644, 10.052043914794922, 862.6983642578125, 88.0, 0.0, 2007.0], [0.12793433115609676, 0.6791072487831116, 10.052043914794922, 862.6983642578125, 78.0, 0.0, 2008.0], [0.05473221443895482, 0.5704572200775146, 10.052043914794922, 862.6983642578125, 77.0, 0.0, 2009.0], [0.1458699422394545, 0.6262440085411072, 10.052043914794922, 862.6983642578125, 60.0, 0.0, 2010.0], [-0.18329281574701106, 0.2617301642894745, 10.052043914794922, 862.6983642578125, 101.0, 0.0, 2011.0], [-0.12114902233944025, 0.28852301836013794, 10.052043914794922, 862.6983642578125, 74.0, 0.0, 2012.0], [0.09567439425294832, 0.18689662218093872, 10.052043914794922, 862.6983642578125, 70.0, 0.0, 2021.0], [0.17979750264622063, 0.23566864430904388, 10.052043914794922, 862.6983642578125, 104.0, 0.0, 2022.0], [-0.2139291339992475, 0.16029499471187592, 10.052043914794922, 862.6983642578125, 70.0, 0.0, 2013.0], [-0.17771226046639543, 0.16116078197956085, 10.052043914794922, 862.6983642578125, 78.0, 0.0, 2014.0], [-0.17270728258101853, 0.1308148205280304, 10.052043914794922, 862.6983642578125, 72.0, 0.0, 2015.0], [-0.07701075521286982, 0.19116026163101196, 10.052043914794922, 862.6983642578125, 92.0, 0.0, 2016.0], [-0.025665375491985554, 0.20705772936344147, 10.052043914794922, 862.6983642578125, 54.0, 0.0, 2017.0], [0.10207122842717431, 0.29944339394569397, 10.052043914794922, 862.6983642578125, 130.0, 0.0, 2018.0], [-0.05010574419418656, 0.11191533505916595, 10.052043914794922, 862.6983642578125, 89.0, 0.0, 2019.0], [0.05095413040349328, 0.17762427031993866, 10.052043914794922, 862.6983642578125, 109.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[7.887448392658239,53.4028100063865]}"
321,"[[0.037870606660565964, 0.6562522053718567, 0.8049506545066833, 434.3761291503906, 128.0, 0.0, 2003.0], [0.027976452532580742, 0.6388968825340271, 0.8049506545066833, 434.3761291503906, 98.0, 0.0, 2004.0], [-0.0037070819626867646, 0.5997317433357239, 0.8049506545066833, 434.3761291503906, 127.0, 0.0, 2005.0], [-0.044875956512947845, 0.5511016845703125, 0.8049506545066833, 434.3761291503906, 131.0, 0.0, 2006.0], [-0.047754182619017205, 0.5407623052597046, 0.8049506545066833, 434.3761291503906, 120.0, 0.0, 2007.0], [0.014323452859560826, 0.5953787565231323, 0.8049506545066833, 434.3761291503906, 148.0, 0.0, 2008.0], [0.04420020704007033, 0.6177738904953003, 0.8049506545066833, 434.3761291503906, 120.0, 0.0, 2009.0], [0.04251067636475658, 0.608623206615448, 0.8049506545066833, 434.3761291503906, 113.0, 0.0, 2010.0], [-0.07182367450767857, 0.48682767152786255, 0.8049506545066833, 434.3761291503906, 145.0, 0.0, 2011.0], [-0.10665303005024085, 0.4445371627807617, 0.8049506545066833, 434.3761291503906, 135.0, 0.0, 2012.0], [0.01852924745878931, 0.5025075674057007, 0.8049506545066833, 434.3761291503906, 143.0, 0.0, 2021.0], [-0.03357985102373795, 0.44293728470802307, 0.8049506545066833, 434.3761291503906, 190.0, 0.0, 2022.0], [-0.03601331495893423, 0.5076952576637268, 0.8049506545066833, 434.3761291503906, 133.0, 0.0, 2013.0], [-0.04386474280051611, 0.49238264560699463, 0.8049506545066833, 434.3761291503906, 142.0, 0.0, 2014.0], [0.042470581184204326, 0.5712568163871765, 0.8049506545066833, 434.3761291503906, 157.0, 0.0, 2015.0], [0.10301685412921313, 0.6243419051170349, 0.8049506545066833, 434.3761291503906, 129.0, 0.0, 2016.0], [0.12905155251214562, 0.642894983291626, 0.8049506545066833, 434.3761291503906, 125.0, 0.0, 2017.0], [0.03876955214460165, 0.5451518297195435, 0.8049506545066833, 434.3761291503906, 134.0, 0.0, 2018.0], [0.007469180211223003, 0.5063902735710144, 0.8049506545066833, 434.3761291503906, 135.0, 0.0, 2019.0], [-0.11791652866195146, 0.3735434114933014, 0.8049506545066833, 434.3761291503906, 101.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-111.56185175519623,58.51489224812874]}"
325,"[[-0.061496260042625206, 0.6006096601486206, 5.598082542419434, 372.6599426269531, 173.0, 0.0, 2003.0], [-0.06406570741215734, 0.6032581329345703, 5.598082542419434, 372.6599426269531, 161.0, 0.0, 2004.0], [0.027559926435725135, 0.700115978717804, 5.598082542419434, 372.6599426269531, 174.0, 0.0, 2005.0], [-0.026726634304960806, 0.6510473489761353, 5.598082542419434, 372.6599426269531, 185.0, 0.0, 2006.0], [0.059722989303930274, 0.7427148818969727, 5.598082542419434, 372.6599426269531, 210.0, 0.0, 2007.0], [-0.030906192286365153, 0.6573036313056946, 5.598082542419434, 372.6599426269531, 223.0, 0.0, 2008.0], [-0.04547673436685706, 0.6479653120040894, 5.598082542419434, 372.6599426269531, 179.0, 0.0, 2009.0], [0.08537131625161654, 0.7840312719345093, 5.598082542419434, 372.6599426269531, 261.0, 0.0, 2010.0], [0.10817931041205364, 0.8120571970939636, 5.598082542419434, 372.6599426269531, 205.0, 0.0, 2011.0], [0.05359790718073476, 0.7626937031745911, 5.598082542419434, 372.6599426269531, 235.0, 0.0, 2012.0], [-0.06432198109394316, 0.6917780041694641, 5.598082542419434, 372.6599426269531, 240.0, 0.0, 2021.0], [-0.03608078514365021, 0.7252371311187744, 5.598082542419434, 372.6599426269531, 175.0, 0.0, 2022.0], [-0.03522076998963142, 0.6791072487831116, 5.598082542419434, 372.6599426269531, 162.0, 0.0, 2013.0], [-0.06952934391772592, 0.6500166058540344, 5.598082542419434, 372.6599426269531, 184.0, 0.0, 2014.0], [0.003099631497805788, 0.7278634905815125, 5.598082542419434, 372.6599426269531, 200.0, 0.0, 2015.0], [-0.016298602121145533, 0.7136831879615784, 5.598082542419434, 372.6599426269531, 153.0, 0.0, 2016.0], [0.08558599352800722, 0.8208000063896179, 5.598082542419434, 372.6599426269531, 187.0, 0.0, 2017.0], [0.1160068338155178, 0.8564387559890747, 5.598082542419434, 372.6599426269531, 217.0, 0.0, 2018.0], [-0.04189149421719096, 0.7037583589553833, 5.598082542419434, 372.6599426269531, 186.0, 0.0, 2019.0], [-0.047109403529137284, 0.7037583589553833, 5.598082542419434, 372.6599426269531, 199.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[59.64099590408578,50.839816797411906]}"
