system:index,array,.geo
409,"[[-0.006787766208381507, 1.2369612455368042, 10.631075859069824, 78.31011962890625, 345.0, 0.0, 2003.0], [0.04220799357053551, 1.27982497215271, 10.631075859069824, 78.31011962890625, 355.0, 0.0, 2004.0], [0.04835682225082283, 1.27982497215271, 10.631075859069824, 78.31011962890625, 336.0, 0.0, 2005.0], [0.011625141541112605, 1.2369612455368042, 10.631075859069824, 78.31011962890625, 360.0, 0.0, 2006.0], [0.004678353176454264, 1.2238824367523193, 10.631075859069824, 78.31011962890625, 363.0, 0.0, 2007.0], [0.023889207867134887, 1.2369612455368042, 10.631075859069824, 78.31011962890625, 375.0, 0.0, 2008.0], [-0.030504057337811252, 1.1764191389083862, 10.631075859069824, 78.31011962890625, 375.0, 0.0, 2009.0], [-0.018817122443497425, 1.1819740533828735, 10.631075859069824, 78.31011962890625, 358.0, 0.0, 2010.0], [0.029223306832144136, 1.2238824367523193, 10.631075859069824, 78.31011962890625, 351.0, 0.0, 2011.0], [-0.033393862124860396, 1.1551332473754883, 10.631075859069824, 78.31011962890625, 369.0, 0.0, 2012.0], [0.0019113989806776033, 1.135199785232544, 10.631075859069824, 78.31011962890625, 387.0, 0.0, 2021.0], [0.0720980532319051, 1.1992543935775757, 10.631075859069824, 78.31011962890625, 342.0, 0.0, 2022.0], [-0.0167824981946747, 1.1655957698822021, 10.631075859069824, 78.31011962890625, 398.0, 0.0, 2013.0], [-0.08595817914852533, 1.0902880430221558, 10.631075859069824, 78.31011962890625, 374.0, 0.0, 2014.0], [-0.06701437875280769, 1.1030998229980469, 10.631075859069824, 78.31011962890625, 392.0, 0.0, 2015.0], [-0.06088233284661193, 1.1030998229980469, 10.631075859069824, 78.31011962890625, 396.0, 0.0, 2016.0], [0.0024875636076826524, 1.1603208780288696, 10.631075859069824, 78.31011962890625, 413.0, 0.0, 2017.0], [0.04168657201884218, 1.1933878660202026, 10.631075859069824, 78.31011962890625, 379.0, 0.0, 2018.0], [-5.610417276722401E-4, 1.1450082063674927, 10.631075859069824, 78.31011962890625, 384.0, 0.0, 2019.0], [0.042536825707535364, 1.1819740533828735, 10.631075859069824, 78.31011962890625, 345.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[104.71235445229975,41.27477538686195]}"
421,"[[0.0024042281212831584, 0.6379052996635437, 26.892967224121094, 1085.7281494140625, 182.0, 0.0, 2003.0], [-0.06567129426766705, 0.5712568163871765, 26.892967224121094, 1085.7281494140625, 187.0, 0.0, 2004.0], [0.024255108337335463, 0.6626141667366028, 26.892967224121094, 1085.7281494140625, 200.0, 0.0, 2005.0], [-0.01258668908521643, 0.6271994113922119, 26.892967224121094, 1085.7281494140625, 177.0, 0.0, 2006.0], [0.02899007229890649, 0.6702032089233398, 26.892967224121094, 1085.7281494140625, 181.0, 0.0, 2007.0], [0.004304522969005964, 0.6469447016716003, 26.892967224121094, 1085.7281494140625, 182.0, 0.0, 2008.0], [0.0658533896494462, 0.7099245190620422, 26.892967224121094, 1085.7281494140625, 188.0, 0.0, 2009.0], [0.040456941652465606, 0.6859551072120667, 26.892967224121094, 1085.7281494140625, 167.0, 0.0, 2010.0], [-0.027288731597875593, 0.6196364760398865, 26.892967224121094, 1085.7281494140625, 199.0, 0.0, 2011.0], [0.015334925767082286, 0.6636871695518494, 26.892967224121094, 1085.7281494140625, 154.0, 0.0, 2012.0], [0.040118085974671036, 0.7013254165649414, 26.892967224121094, 1085.7281494140625, 173.0, 0.0, 2021.0], [-0.02571755643384277, 0.6369168162345886, 26.892967224121094, 1085.7281494140625, 148.0, 0.0, 2022.0], [-0.07205510182432817, 0.5777280926704407, 26.892967224121094, 1085.7281494140625, 171.0, 0.0, 2013.0], [-0.012313354038902768, 0.6388968825340271, 26.892967224121094, 1085.7281494140625, 176.0, 0.0, 2014.0], [-0.021586924438074417, 0.6310503482818604, 26.892967224121094, 1085.7281494140625, 214.0, 0.0, 2015.0], [0.0011399813139647552, 0.6552042961120605, 26.892967224121094, 1085.7281494140625, 207.0, 0.0, 2016.0], [0.02248509786089048, 0.677980363368988, 26.892967224121094, 1085.7281494140625, 159.0, 0.0, 2017.0], [-0.01503159702329715, 0.6418907046318054, 26.892967224121094, 1085.7281494140625, 199.0, 0.0, 2018.0], [0.02075790504984798, 0.6791072487831116, 26.892967224121094, 1085.7281494140625, 161.0, 0.0, 2019.0], [-0.01384901028569463, 0.645927369594574, 26.892967224121094, 1085.7281494140625, 181.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[27.39421749143325,5.966688568235788]}"
425,"[[0.04634260964839687, 0.7136831879615784, 20.485721588134766, 2060.219482421875, 111.0, 0.0, 2003.0], [-0.032519323227108377, 0.6320204734802246, 20.485721588134766, 2060.219482421875, 132.0, 0.0, 2004.0], [-0.07149771983471098, 0.5902336239814758, 20.485721588134766, 2060.219482421875, 100.0, 0.0, 2005.0], [0.004756613161909562, 0.6636871695518494, 20.485721588134766, 2060.219482421875, 127.0, 0.0, 2006.0], [-0.04296458084786747, 0.6131651997566223, 20.485721588134766, 2060.219482421875, 102.0, 0.0, 2007.0], [0.03494235052979555, 0.6882713437080383, 20.485721588134766, 2060.219482421875, 99.0, 0.0, 2008.0], [0.020781962920234376, 0.6713024973869324, 20.485721588134766, 2060.219482421875, 88.0, 0.0, 2009.0], [0.020296377011348343, 0.6680161356925964, 20.485721588134766, 2060.219482421875, 101.0, 0.0, 2010.0], [0.02200932006579981, 0.6669282913208008, 20.485721588134766, 2060.219482421875, 72.0, 0.0, 2011.0], [-0.05103288071887968, 0.5910853147506714, 20.485721588134766, 2060.219482421875, 69.0, 0.0, 2012.0], [-0.07320632933437776, 0.543681800365448, 20.485721588134766, 2060.219482421875, 110.0, 0.0, 2021.0], [-0.07621765042482376, 0.5378696918487549, 20.485721588134766, 2060.219482421875, 84.0, 0.0, 2022.0], [0.0015798482601516728, 0.640889585018158, 20.485721588134766, 2060.219482421875, 113.0, 0.0, 2013.0], [-0.02788574271631128, 0.608623206615448, 20.485721588134766, 2060.219482421875, 107.0, 0.0, 2014.0], [0.024650400367264957, 0.6583585739135742, 20.485721588134766, 2060.219482421875, 98.0, 0.0, 2015.0], [0.04483118695427857, 0.6757385730743408, 20.485721588134766, 2060.219482421875, 99.0, 0.0, 2016.0], [0.017828442186056503, 0.645927369594574, 20.485721588134766, 2060.219482421875, 89.0, 0.0, 2017.0], [0.08587425028199225, 0.7111724019050598, 20.485721588134766, 2060.219482421875, 89.0, 0.0, 2018.0], [0.05887593397136193, 0.6813732981681824, 20.485721588134766, 2060.219482421875, 136.0, 0.0, 2019.0], [-0.00744506825451019, 0.6122515201568604, 20.485721588134766, 2060.219482421875, 88.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[103.18935380321193,19.10934641265748]}"
433,"[[0.019065384733511048, 0.7612236738204956, 14.65952205657959, 4065.2138671875, 141.0, 0.0, 2003.0], [-0.002887096389950994, 0.7427148818969727, 14.65952205657959, 4065.2138671875, 154.0, 0.0, 2004.0], [-0.05134404917290958, 0.6977110505104065, 14.65952205657959, 4065.2138671875, 181.0, 0.0, 2005.0], [-0.016621758991361757, 0.7358770370483398, 14.65952205657959, 4065.2138671875, 123.0, 0.0, 2006.0], [-0.06883139839035357, 0.6871110796928406, 14.65952205657959, 4065.2138671875, 173.0, 0.0, 2007.0], [0.04249132418712931, 0.801877498626709, 14.65952205657959, 4065.2138671875, 193.0, 0.0, 2008.0], [-0.01171730515916658, 0.751121997833252, 14.65952205657959, 4065.2138671875, 147.0, 0.0, 2009.0], [-0.07095862371160089, 0.6953243613243103, 14.65952205657959, 4065.2138671875, 122.0, 0.0, 2010.0], [-0.05604349343071835, 0.7136831879615784, 14.65952205657959, 4065.2138671875, 175.0, 0.0, 2011.0], [0.062145400514558635, 0.8353157639503479, 14.65952205657959, 4065.2138671875, 179.0, 0.0, 2012.0], [-0.08924573351421616, 0.7149461507797241, 14.65952205657959, 4065.2138671875, 185.0, 0.0, 2021.0], [-0.04198101674651722, 0.7656545639038086, 14.65952205657959, 4065.2138671875, 165.0, 0.0, 2022.0], [0.09196573044255474, 0.8685892224311829, 14.65952205657959, 4065.2138671875, 138.0, 0.0, 2013.0], [0.04429932156938454, 0.8243665099143982, 14.65952205657959, 4065.2138671875, 136.0, 0.0, 2014.0], [0.1064366632189766, 0.8899475336074829, 14.65952205657959, 4065.2138671875, 165.0, 0.0, 2015.0], [-0.004496440199939444, 0.7824581265449524, 14.65952205657959, 4065.2138671875, 129.0, 0.0, 2016.0], [0.11540552186535524, 0.9058132171630859, 14.65952205657959, 4065.2138671875, 160.0, 0.0, 2017.0], [-0.008238972994757177, 0.7856124043464661, 14.65952205657959, 4065.2138671875, 128.0, 0.0, 2018.0], [0.028870006372886836, 0.8261650800704956, 14.65952205657959, 4065.2138671875, 137.0, 0.0, 2019.0], [-0.0883134642028629, 0.7124252915382385, 14.65952205657959, 4065.2138671875, 128.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[39.14866400408936,7.673578793716658]}"
437,"[[0.2313950359648661, 0.6871110796928406, 26.19922637939453, 267.4397277832031, 468.0, 0.0, 2003.0], [0.01787205859973917, 0.4849976599216461, 26.19922637939453, 267.4397277832031, 466.0, 0.0, 2004.0], [-0.007255227684237697, 0.47131118178367615, 26.19922637939453, 267.4397277832031, 503.0, 0.0, 2005.0], [-0.08927938532847757, 0.40069660544395447, 26.19922637939453, 267.4397277832031, 440.0, 0.0, 2006.0], [-0.03982011952539233, 0.46156540513038635, 26.19922637939453, 267.4397277832031, 484.0, 0.0, 2007.0], [-0.05009873249761987, 0.462696373462677, 26.19922637939453, 267.4397277832031, 453.0, 0.0, 2008.0], [-0.06267053268650324, 0.46156540513038635, 26.19922637939453, 267.4397277832031, 464.0, 0.0, 2009.0], [0.09155393969197567, 0.6271994113922119, 26.19922637939453, 267.4397277832031, 461.0, 0.0, 2010.0], [-0.08094106841994608, 0.46611398458480835, 26.19922637939453, 267.4397277832031, 428.0, 0.0, 2011.0], [0.09778761848375561, 0.6562522053718567, 26.19922637939453, 267.4397277832031, 471.0, 0.0, 2012.0], [-0.061512684685749774, 0.5997317433357239, 26.19922637939453, 267.4397277832031, 455.0, 0.0, 2021.0], [0.005326354042996084, 0.677980363368988, 26.19922637939453, 267.4397277832031, 407.0, 0.0, 2022.0], [-0.028415758004795122, 0.5414896607398987, 26.19922637939453, 267.4397277832031, 453.0, 0.0, 2013.0], [-0.07880743264351131, 0.5025075674057007, 26.19922637939453, 267.4397277832031, 494.0, 0.0, 2014.0], [-0.15401420201574956, 0.4387103319168091, 26.19922637939453, 267.4397277832031, 408.0, 0.0, 2015.0], [-0.13456490899928386, 0.46956920623779297, 26.19922637939453, 267.4397277832031, 426.0, 0.0, 2016.0], [-0.09791546175355115, 0.5176594853401184, 26.19922637939453, 267.4397277832031, 467.0, 0.0, 2017.0], [-0.05732489025588583, 0.5696595907211304, 26.19922637939453, 267.4397277832031, 488.0, 0.0, 2018.0], [0.31502484822185306, 0.9534189105033875, 26.19922637939453, 267.4397277832031, 510.0, 0.0, 2019.0], [0.18366054949551935, 0.8334641456604004, 26.19922637939453, 267.4397277832031, 475.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[116.62530724005826,-22.484475673605555]}"
439,"[[-0.014330953810233527, 0.49238264560699463, 27.27871322631836, 679.9319458007812, 373.0, 0.0, 2003.0], [-3.1599273850546616E-4, 0.5050907135009766, 27.27871322631836, 679.9319458007812, 379.0, 0.0, 2004.0], [0.042532539705203876, 0.5466287732124329, 27.27871322631836, 679.9319458007812, 346.0, 0.0, 2005.0], [-0.00853299019575271, 0.4942563474178314, 27.27871322631836, 679.9319458007812, 353.0, 0.0, 2006.0], [-0.02841954446275663, 0.4730629026889801, 27.27871322631836, 679.9319458007812, 352.0, 0.0, 2007.0], [0.03697512976073747, 0.5371506810188293, 27.27871322631836, 679.9319458007812, 352.0, 0.0, 2008.0], [0.06683676649810433, 0.5657018423080444, 27.27871322631836, 679.9319458007812, 368.0, 0.0, 2009.0], [-0.03880254317241827, 0.45875564217567444, 27.27871322631836, 679.9319458007812, 279.0, 0.0, 2010.0], [0.012754376324665917, 0.5090056657791138, 27.27871322631836, 679.9319458007812, 324.0, 0.0, 2011.0], [0.040059084302840275, 0.5350034832954407, 27.27871322631836, 679.9319458007812, 384.0, 0.0, 2012.0], [0.027810005776394475, 0.5109816193580627, 27.27871322631836, 679.9319458007812, 373.0, 0.0, 2021.0], [0.031105372224391137, 0.5129700899124146, 27.27871322631836, 679.9319458007812, 317.0, 0.0, 2022.0], [0.003138246522384869, 0.4967721700668335, 27.27871322631836, 679.9319458007812, 349.0, 0.0, 2013.0], [-0.027356379362076966, 0.4649706482887268, 27.27871322631836, 679.9319458007812, 356.0, 0.0, 2014.0], [-0.05492305171303474, 0.43609708547592163, 27.27871322631836, 679.9319458007812, 358.0, 0.0, 2015.0], [-0.10221879644820459, 0.38749444484710693, 27.27871322631836, 679.9319458007812, 334.0, 0.0, 2016.0], [-0.09414897546858919, 0.39425379037857056, 27.27871322631836, 679.9319458007812, 349.0, 0.0, 2017.0], [-0.005726529005078529, 0.48136934638023376, 27.27871322631836, 679.9319458007812, 362.0, 0.0, 2018.0], [0.0830750680356458, 0.5688640475273132, 27.27871322631836, 679.9319458007812, 413.0, 0.0, 2019.0], [0.030489167226283476, 0.5149712562561035, 27.27871322631836, 679.9319458007812, 366.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[131.79660664229874,-16.976015409794094]}"
448,"[[0.06160146049011428, 1.27982497215271, -19.51740074157715, 618.5555419921875, 157.0, 0.0, 2003.0], [0.020972810240843742, 1.2303537130355835, -19.51740074157715, 618.5555419921875, 175.0, 0.0, 2004.0], [0.01702773965391824, 1.2175418138504028, -19.51740074157715, 618.5555419921875, 176.0, 0.0, 2005.0], [0.058937474098520015, 1.2506089210510254, -19.51740074157715, 618.5555419921875, 174.0, 0.0, 2006.0], [-0.042763186447345, 1.1400656700134277, -19.51740074157715, 618.5555419921875, 150.0, 0.0, 2007.0], [0.056367483818789976, 1.2303537130355835, -19.51740074157715, 618.5555419921875, 180.0, 0.0, 2008.0], [0.011299756665971161, 1.1764191389083862, -19.51740074157715, 618.5555419921875, 169.0, 0.0, 2009.0], [-0.09014269655872686, 1.0661340951919556, -19.51740074157715, 618.5555419921875, 195.0, 0.0, 2010.0], [-0.04866330764940341, 1.0987708568572998, -19.51740074157715, 618.5555419921875, 179.0, 0.0, 2011.0], [-0.08387141066963366, 1.054720163345337, -19.51740074157715, 618.5555419921875, 216.0, 0.0, 2012.0], [0.027195716001530812, 1.0861310958862305, -19.51740074157715, 618.5555419921875, 237.0, 0.0, 2021.0], [0.057396714026454854, 1.1074894666671753, -19.51740074157715, 618.5555419921875, 160.0, 0.0, 2022.0], [-0.051745996838870933, 1.0779787302017212, -19.51740074157715, 618.5555419921875, 187.0, 0.0, 2013.0], [-0.04690141074784582, 1.073980689048767, -19.51740074157715, 618.5555419921875, 180.0, 0.0, 2014.0], [0.018368539324880473, 1.1304080486297607, -19.51740074157715, 618.5555419921875, 166.0, 0.0, 2015.0], [0.02249167079554426, 1.1256885528564453, -19.51740074157715, 618.5555419921875, 157.0, 0.0, 2016.0], [-0.050623141165624164, 1.0437068939208984, -19.51740074157715, 618.5555419921875, 162.0, 0.0, 2017.0], [0.009013335510800857, 1.0945007801055908, -19.51740074157715, 618.5555419921875, 137.0, 0.0, 2018.0], [0.03981228733211162, 1.1164571046829224, -19.51740074157715, 618.5555419921875, 166.0, 0.0, 2019.0], [0.014226162117972674, 1.0820283889770508, -19.51740074157715, 618.5555419921875, 172.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-42.37435775721715,66.80641847758193]}"
461,"[[-0.00783539661435051, 0.7265475392341614, 26.5851993560791, 1035.487548828125, 193.0, 0.0, 2003.0], [-0.023652377982228967, 0.7062103152275085, 26.5851993560791, 1035.487548828125, 192.0, 0.0, 2004.0], [-0.03821899002314111, 0.6871110796928406, 26.5851993560791, 1035.487548828125, 186.0, 0.0, 2005.0], [0.04336082898394167, 0.7641706466674805, 26.5851993560791, 1035.487548828125, 171.0, 0.0, 2006.0], [0.03483241339481913, 0.751121997833252, 26.5851993560791, 1035.487548828125, 210.0, 0.0, 2007.0], [0.055376182082230274, 0.7671455144882202, 26.5851993560791, 1035.487548828125, 218.0, 0.0, 2008.0], [0.0039357023864941, 0.7111724019050598, 26.5851993560791, 1035.487548828125, 175.0, 0.0, 2009.0], [-0.049597557868155784, 0.653118908405304, 26.5851993560791, 1035.487548828125, 223.0, 0.0, 2010.0], [0.009247261482249747, 0.7074434757232666, 26.5851993560791, 1035.487548828125, 206.0, 0.0, 2011.0], [0.030256166030151133, 0.723932147026062, 26.5851993560791, 1035.487548828125, 199.0, 0.0, 2012.0], [0.048368790063949785, 0.7013254165649414, 26.5851993560791, 1035.487548828125, 214.0, 0.0, 2021.0], [-0.04782671431992813, 0.6006096601486206, 26.5851993560791, 1035.487548828125, 199.0, 0.0, 2022.0], [0.0038123246324496263, 0.6929556727409363, 26.5851993560791, 1035.487548828125, 199.0, 0.0, 2013.0], [-0.025206062880548163, 0.6594170331954956, 26.5851993560791, 1035.487548828125, 168.0, 0.0, 2014.0], [-0.10804442357617705, 0.5720584392547607, 26.5851993560791, 1035.487548828125, 178.0, 0.0, 2015.0], [-0.021422707272188757, 0.6541599035263062, 26.5851993560791, 1035.487548828125, 212.0, 0.0, 2016.0], [-0.006286169660643437, 0.6647638082504272, 26.5851993560791, 1035.487548828125, 205.0, 0.0, 2017.0], [0.10361906905855311, 0.7701488137245178, 26.5851993560791, 1035.487548828125, 157.0, 0.0, 2018.0], [0.002754315616905423, 0.6647638082504272, 26.5851993560791, 1035.487548828125, 187.0, 0.0, 2019.0], [-0.007472653534381424, 0.6500166058540344, 26.5851993560791, 1035.487548828125, 254.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-58.52522510788093,-19.240308862251617]}"
465,"[[0.08044174186138076, 0.5696595907211304, 17.709257125854492, 1470.2005615234375, 40.0, 0.0, 2003.0], [0.004502079194958375, 0.49994558095932007, 17.709257125854492, 1470.2005615234375, 42.0, 0.0, 2004.0], [-0.03898983314618942, 0.462696373462677, 17.709257125854492, 1470.2005615234375, 29.0, 0.0, 2005.0], [-0.03131596404782078, 0.4765959084033966, 17.709257125854492, 1470.2005615234375, 38.0, 0.0, 2006.0], [-0.032768166037856816, 0.48136934638023376, 17.709257125854492, 1470.2005615234375, 28.0, 0.0, 2007.0], [0.07936856507528234, 0.5997317433357239, 17.709257125854492, 1470.2005615234375, 33.0, 0.0, 2008.0], [-0.04221587567220175, 0.4843900203704834, 17.709257125854492, 1470.2005615234375, 31.0, 0.0, 2009.0], [-0.12412940092349878, 0.40870213508605957, 17.709257125854492, 1470.2005615234375, 34.0, 0.0, 2010.0], [-0.026087111939494756, 0.5129700899124146, 17.709257125854492, 1470.2005615234375, 26.0, 0.0, 2011.0], [0.08096116672232467, 0.6262440085411072, 17.709257125854492, 1470.2005615234375, 35.0, 0.0, 2012.0], [-0.053995074832260515, 0.5473698377609253, 17.709257125854492, 1470.2005615234375, 63.0, 0.0, 2021.0], [0.006490923525217518, 0.6140815019607544, 17.709257125854492, 1470.2005615234375, 66.0, 0.0, 2022.0], [0.006407413306993903, 0.55793297290802, 17.709257125854492, 1470.2005615234375, 54.0, 0.0, 2013.0], [-0.023460196466936756, 0.5342910289764404, 17.709257125854492, 1470.2005615234375, 20.0, 0.0, 2014.0], [0.03928126752432004, 0.6032581329345703, 17.709257125854492, 1470.2005615234375, 37.0, 0.0, 2015.0], [-0.04709655228684195, 0.5231059789657593, 17.709257125854492, 1470.2005615234375, 49.0, 0.0, 2016.0], [0.06544545559696058, 0.6418907046318054, 17.709257125854492, 1470.2005615234375, 38.0, 0.0, 2017.0], [0.04934958447850657, 0.6320204734802246, 17.709257125854492, 1470.2005615234375, 59.0, 0.0, 2018.0], [0.10170819149763632, 0.6906047463417053, 17.709257125854492, 1470.2005615234375, 58.0, 0.0, 2019.0], [-0.09389821343047955, 0.5012239813804626, 17.709257125854492, 1470.2005615234375, 50.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[115.8505140452388,29.99759707283042]}"
468,"[[-0.32222887885066587, 0.43661800026893616, 24.11862564086914, 3474.426025390625, 4.0, 0.0, 2003.0], [0.12140080274866594, 0.8727461695671082, 24.11862564086914, 3474.426025390625, 3.0, 0.0, 2004.0], [0.1603273421046697, 0.8966491222381592, 24.11862564086914, 3474.426025390625, 3.0, 0.0, 2006.0], [0.0552109885130343, 0.7840312719345093, 24.11862564086914, 3474.426025390625, 9.0, 0.0, 2007.0], [-0.21099713840470513, 0.5103216171264648, 24.11862564086914, 3474.426025390625, 8.0, 0.0, 2008.0], [-0.04028398392752819, 0.6735126972198486, 24.11862564086914, 3474.426025390625, 10.0, 0.0, 2009.0], [-8.486920785388818E-5, 0.7062103152275085, 24.11862564086914, 3474.426025390625, 8.0, 0.0, 2010.0], [-0.021936185078992976, 0.6768574714660645, 24.11862564086914, 3474.426025390625, 6.0, 0.0, 2011.0], [0.16119880171862344, 0.8524909615516663, 24.11862564086914, 3474.426025390625, 9.0, 0.0, 2012.0], [-0.27318820543833433, 0.35052865743637085, 24.11862564086914, 3474.426025390625, 4.0, 0.0, 2021.0], [0.017754508403203584, 0.6339698433876038, 24.11862564086914, 3474.426025390625, 7.0, 0.0, 2022.0], [0.16482213628765807, 0.848592221736908, 24.11862564086914, 3474.426025390625, 3.0, 0.0, 2013.0], [0.12814179459130215, 0.7969088554382324, 24.11862564086914, 3474.426025390625, 2.0, 0.0, 2015.0], [-0.023660314861742138, 0.6300831437110901, 24.11862564086914, 3474.426025390625, 7.0, 0.0, 2017.0], [0.45685786113722915, 1.1030998229980469, 24.11862564086914, 3474.426025390625, 2.0, 0.0, 2018.0], [-0.41783429555040774, 0.22090613842010498, 24.11862564086914, 3474.426025390625, 8.0, 0.0, 2019.0], [0.0444996358158426, 0.6757385730743408, 24.11862564086914, 3474.426025390625, 7.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[114.78028182381058,3.677032326910977]}"
475,"[[-0.07619171923374468, 0.5617933869361877, 27.955387115478516, 1032.8416748046875, 91.0, 0.0, 2003.0], [-0.05467449893756504, 0.5902336239814758, 27.955387115478516, 1032.8416748046875, 90.0, 0.0, 2004.0], [0.012913706576639261, 0.6647638082504272, 27.955387115478516, 1032.8416748046875, 74.0, 0.0, 2005.0], [0.09953104590490158, 0.7583041787147522, 27.955387115478516, 1032.8416748046875, 90.0, 0.0, 2006.0], [0.08259839712703687, 0.7482945322990417, 27.955387115478516, 1032.8416748046875, 109.0, 0.0, 2007.0], [0.020336506432868662, 0.6929556727409363, 27.955387115478516, 1032.8416748046875, 88.0, 0.0, 2008.0], [-0.1292093609153755, 0.5503517985343933, 27.955387115478516, 1032.8416748046875, 83.0, 0.0, 2009.0], [0.07327639679327091, 0.7597605586051941, 27.955387115478516, 1032.8416748046875, 86.0, 0.0, 2010.0], [0.03182993817078861, 0.7252371311187744, 27.955387115478516, 1032.8416748046875, 93.0, 0.0, 2011.0], [0.007113280413126533, 0.7074434757232666, 27.955387115478516, 1032.8416748046875, 69.0, 0.0, 2012.0], [-0.04520682081552718, 0.7174874544143677, 27.955387115478516, 1032.8416748046875, 100.0, 0.0, 2021.0], [-0.01991223014830612, 0.7497050762176514, 27.955387115478516, 1032.8416748046875, 136.0, 0.0, 2022.0], [-0.10578216769988824, 0.6014900207519531, 27.955387115478516, 1032.8416748046875, 69.0, 0.0, 2013.0], [0.058985980439561714, 0.7731812000274658, 27.955387115478516, 1032.8416748046875, 63.0, 0.0, 2014.0], [-0.050915013026718525, 0.6702032089233398, 27.955387115478516, 1032.8416748046875, 102.0, 0.0, 2015.0], [0.013294079307525242, 0.7413353323936462, 27.955387115478516, 1032.8416748046875, 100.0, 0.0, 2016.0], [0.006352086165823945, 0.7413353323936462, 27.955387115478516, 1032.8416748046875, 111.0, 0.0, 2017.0], [0.023748315313832036, 0.7656545639038086, 27.955387115478516, 1032.8416748046875, 107.0, 0.0, 2018.0], [0.04644068639944898, 0.7952699661254883, 27.955387115478516, 1032.8416748046875, 90.0, 0.0, 2019.0], [0.0054713917323020445, 0.7612236738204956, 27.955387115478516, 1032.8416748046875, 131.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[8.70045049079131,7.420312186029442]}"
479,"[[-0.02149885743887281, 1.0987708568572998, 17.807512283325195, 52.98447036743164, 498.0, 0.0, 2003.0], [-0.021975969633249548, 1.0945007801055908, 17.807512283325195, 52.98447036743164, 520.0, 0.0, 2004.0], [-0.034694666125053564, 1.0779787302017212, 17.807512283325195, 52.98447036743164, 512.0, 0.0, 2005.0], [0.01215837063036207, 1.121038794517517, 17.807512283325195, 52.98447036743164, 477.0, 0.0, 2006.0], [0.0113696374708121, 1.1164571046829224, 17.807512283325195, 52.98447036743164, 524.0, 0.0, 2007.0], [-0.002523637915190724, 1.0987708568572998, 17.807512283325195, 52.98447036743164, 518.0, 0.0, 2008.0], [0.005608689519909227, 1.1030998229980469, 17.807512283325195, 52.98447036743164, 477.0, 0.0, 2009.0], [0.005072680054207135, 1.0987708568572998, 17.807512283325195, 52.98447036743164, 504.0, 0.0, 2010.0], [0.00886565249382687, 1.0987708568572998, 17.807512283325195, 52.98447036743164, 437.0, 0.0, 2011.0], [0.039576305168017134, 1.1256885528564453, 17.807512283325195, 52.98447036743164, 484.0, 0.0, 2012.0], [-0.03584611558185902, 1.0160982608795166, 17.807512283325195, 52.98447036743164, 551.0, 0.0, 2021.0], [-0.015084416030422876, 1.033066987991333, 17.807512283325195, 52.98447036743164, 457.0, 0.0, 2022.0], [0.04337966646237024, 1.1256885528564453, 17.807512283325195, 52.98447036743164, 530.0, 0.0, 2013.0], [0.0035124750225952184, 1.0820283889770508, 17.807512283325195, 52.98447036743164, 485.0, 0.0, 2014.0], [0.011408138606819884, 1.0861310958862305, 17.807512283325195, 52.98447036743164, 440.0, 0.0, 2015.0], [0.01935805818236469, 1.0902880430221558, 17.807512283325195, 52.98447036743164, 500.0, 0.0, 2016.0], [-0.03752755299642674, 1.0295990705490112, 17.807512283325195, 52.98447036743164, 518.0, 0.0, 2017.0], [0.0146450633313282, 1.0779787302017212, 17.807512283325195, 52.98447036743164, 498.0, 0.0, 2018.0], [-0.00106174297661088, 1.0584789514541626, 17.807512283325195, 52.98447036743164, 486.0, 0.0, 2019.0], [-0.0047417782449252766, 1.0510059595108032, 17.807512283325195, 52.98447036743164, 536.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[14.198811307402995,-21.715308037247084]}"
