system:index,array,.geo
941,"[[0.062457762032740116, 0.5378696918487549, 10.655163764953613, 509.2527770996094, 292.0, 0.0, 2003.0], [0.0075233312646275086, 0.4771886467933655, 10.655163764953613, 509.2527770996094, 257.0, 0.0, 2004.0], [-0.04747499144628914, 0.41642796993255615, 10.655163764953613, 509.2527770996094, 296.0, 0.0, 2005.0], [0.014906567539644255, 0.4730629026889801, 10.655163764953613, 509.2527770996094, 271.0, 0.0, 2006.0], [-0.03402020381449983, 0.41838952898979187, 10.655163764953613, 509.2527770996094, 314.0, 0.0, 2007.0], [0.008200680122605442, 0.4548637866973877, 10.655163764953613, 509.2527770996094, 322.0, 0.0, 2008.0], [0.0052445258118224425, 0.44614526629447937, 10.655163764953613, 509.2527770996094, 285.0, 0.0, 2009.0], [-0.03861447982958366, 0.3965396583080292, 10.655163764953613, 509.2527770996094, 270.0, 0.0, 2010.0], [-0.023554240423728334, 0.405853271484375, 10.655163764953613, 509.2527770996094, 288.0, 0.0, 2011.0], [0.055312657922750086, 0.4789735674858093, 10.655163764953613, 509.2527770996094, 332.0, 0.0, 2012.0], [0.03443216838229002, 0.4063262939453125, 10.655163764953613, 509.2527770996094, 316.0, 0.0, 2021.0], [-0.008403669844758765, 0.3577438294887543, 10.655163764953613, 509.2527770996094, 254.0, 0.0, 2022.0], [0.06047891796247673, 0.47837746143341064, 10.655163764953613, 509.2527770996094, 263.0, 0.0, 2013.0], [-0.051556780360549836, 0.36059513688087463, 10.655163764953613, 509.2527770996094, 284.0, 0.0, 2014.0], [-0.016224578116213695, 0.3901807367801666, 10.655163764953613, 509.2527770996094, 287.0, 0.0, 2015.0], [-0.052891752841522977, 0.3477669358253479, 10.655163764953613, 509.2527770996094, 286.0, 0.0, 2016.0], [-0.031010472860466376, 0.3638858497142792, 10.655163764953613, 509.2527770996094, 321.0, 0.0, 2017.0], [0.026789789638920425, 0.4159395098686218, 10.655163764953613, 509.2527770996094, 312.0, 0.0, 2018.0], [-0.0012132241195156879, 0.38218986988067627, 10.655163764953613, 509.2527770996094, 267.0, 0.0, 2019.0], [0.029617992979251606, 0.4072744846343994, 10.655163764953613, 509.2527770996094, 324.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-108.63713452925892,39.05752687824025]}"
948,"[[-0.014179867494154397, 0.4632633924484253, 15.005219459533691, 485.9589538574219, 299.0, 0.0, 2003.0], [-0.0036357425935619747, 0.4730629026889801, 15.005219459533691, 485.9589538574219, 265.0, 0.0, 2004.0], [-0.019426158723084286, 0.4565258324146271, 15.005219459533691, 485.9589538574219, 352.0, 0.0, 2005.0], [-0.011943982481839643, 0.4632633924484253, 15.005219459533691, 485.9589538574219, 309.0, 0.0, 2006.0], [0.00451080566817319, 0.4789735674858093, 15.005219459533691, 485.9589538574219, 321.0, 0.0, 2007.0], [0.03267212796082464, 0.5063902735710144, 15.005219459533691, 485.9589538574219, 340.0, 0.0, 2008.0], [-0.025209835064129438, 0.4477616548538208, 15.005219459533691, 485.9589538574219, 315.0, 0.0, 2009.0], [-0.003236193249718411, 0.468990683555603, 15.005219459533691, 485.9589538574219, 399.0, 0.0, 2010.0], [0.09579672061092626, 0.5672789812088013, 15.005219459533691, 485.9589538574219, 460.0, 0.0, 2011.0], [0.046247590113172976, 0.5169852375984192, 15.005219459533691, 485.9589538574219, 303.0, 0.0, 2012.0], [0.03655413307049682, 0.5005841255187988, 15.005219459533691, 485.9589538574219, 347.0, 0.0, 2021.0], [-0.0644431010981859, 0.3988422751426697, 15.005219459533691, 485.9589538574219, 343.0, 0.0, 2022.0], [-0.020061128578513887, 0.4499298632144928, 15.005219459533691, 485.9589538574219, 302.0, 0.0, 2013.0], [-0.05911006333923763, 0.41013631224632263, 15.005219459533691, 485.9589538574219, 305.0, 0.0, 2014.0], [-0.021818623863998965, 0.4466831386089325, 15.005219459533691, 485.9589538574219, 234.0, 0.0, 2015.0], [-0.04240400662658428, 0.42535313963890076, 15.005219459533691, 485.9589538574219, 299.0, 0.0, 2016.0], [0.011366970860165082, 0.47837746143341064, 15.005219459533691, 485.9589538574219, 346.0, 0.0, 2017.0], [0.00679702522836334, 0.4730629026889801, 15.005219459533691, 485.9589538574219, 282.0, 0.0, 2018.0], [0.01826231165904585, 0.4837835729122162, 15.005219459533691, 485.9589538574219, 322.0, 0.0, 2019.0], [0.033261017941840665, 0.4980376660823822, 15.005219459533691, 485.9589538574219, 349.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-106.56766373086971,27.372373753627716]}"
951,"[[-0.08116090688485855, 0.5503517985343933, 24.585439682006836, 3786.024658203125, 52.0, 0.0, 2003.0], [-0.06799153310302686, 0.5664893984794617, 24.585439682006836, 3786.024658203125, 51.0, 0.0, 2004.0], [0.04734607900272547, 0.6848033666610718, 24.585439682006836, 3786.024658203125, 43.0, 0.0, 2005.0], [0.08350662703610823, 0.723932147026062, 24.585439682006836, 3786.024658203125, 38.0, 0.0, 2006.0], [0.1669437438980843, 0.810337483882904, 24.585439682006836, 3786.024658203125, 51.0, 0.0, 2007.0], [-0.03411045215956676, 0.6122515201568604, 24.585439682006836, 3786.024658203125, 63.0, 0.0, 2008.0], [-0.0740526614191761, 0.5752856731414795, 24.585439682006836, 3786.024658203125, 33.0, 0.0, 2009.0], [0.0664593002799887, 0.7187658548355103, 24.585439682006836, 3786.024658203125, 79.0, 0.0, 2010.0], [0.04363640314582995, 0.698911190032959, 24.585439682006836, 3786.024658203125, 48.0, 0.0, 2011.0], [-0.17986554544858435, 0.47837746143341064, 24.585439682006836, 3786.024658203125, 42.0, 0.0, 2012.0], [0.033784404241409605, 0.7187658548355103, 24.585439682006836, 3786.024658203125, 52.0, 0.0, 2021.0], [-0.01332601473189099, 0.6746236681938171, 24.585439682006836, 3786.024658203125, 53.0, 0.0, 2022.0], [-0.04713786716546908, 0.6140815019607544, 24.585439682006836, 3786.024658203125, 42.0, 0.0, 2013.0], [0.06104952966094346, 0.7252371311187744, 24.585439682006836, 3786.024658203125, 54.0, 0.0, 2014.0], [-0.13710608018453896, 0.530049741268158, 24.585439682006836, 3786.024658203125, 69.0, 0.0, 2015.0], [0.012388467959470018, 0.6825125217437744, 24.585439682006836, 3786.024658203125, 41.0, 0.0, 2016.0], [0.1548735458016064, 0.8279739618301392, 24.585439682006836, 3786.024658203125, 52.0, 0.0, 2017.0], [0.08369192258179525, 0.7597605586051941, 24.585439682006836, 3786.024658203125, 58.0, 0.0, 2018.0], [-0.0010565049860181697, 0.677980363368988, 24.585439682006836, 3786.024658203125, 40.0, 0.0, 2019.0], [-0.11787245752482955, 0.5641326308250427, 24.585439682006836, 3786.024658203125, 49.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[144.58482522617746,-4.777889776921678]}"
961,"[[-0.13065793125488923, 0.6131651997566223, 26.723600387573242, 2275.825927734375, 14.0, 0.0, 2003.0], [0.04468852525970157, 0.7747084498405457, 26.723600387573242, 2275.825927734375, 14.0, 0.0, 2004.0], [-0.10665257524830374, 0.6095263361930847, 26.723600387573242, 2275.825927734375, 31.0, 0.0, 2005.0], [-0.027752008131995853, 0.6746236681938171, 26.723600387573242, 2275.825927734375, 25.0, 0.0, 2006.0], [-0.028093370219305358, 0.6604791283607483, 26.723600387573242, 2275.825927734375, 17.0, 0.0, 2007.0], [0.05177827576968319, 0.7265475392341614, 26.723600387573242, 2275.825927734375, 28.0, 0.0, 2008.0], [0.04899629742192768, 0.7099245190620422, 26.723600387573242, 2275.825927734375, 20.0, 0.0, 2009.0], [-0.2292270446077035, 0.4178979992866516, 26.723600387573242, 2275.825927734375, 17.0, 0.0, 2010.0], [0.05033404926107621, 0.683655858039856, 26.723600387573242, 2275.825927734375, 22.0, 0.0, 2011.0], [-0.012693994573669709, 0.6068246364593506, 26.723600387573242, 2275.825927734375, 12.0, 0.0, 2012.0], [-0.03697956735663166, 0.4581966996192932, 26.723600387573242, 2275.825927734375, 17.0, 0.0, 2021.0], [-0.10953067732429289, 0.3718423545360565, 26.723600387573242, 2275.825927734375, 16.0, 0.0, 2022.0], [0.6591994917087017, 1.2648770809173584, 26.723600387573242, 2275.825927734375, 4.0, 0.0, 2013.0], [0.07073981264352158, 0.6626141667366028, 26.723600387573242, 2275.825927734375, 15.0, 0.0, 2014.0], [0.06381952828448356, 0.6418907046318054, 26.723600387573242, 2275.825927734375, 16.0, 0.0, 2015.0], [-0.21532038640500994, 0.34894755482673645, 26.723600387573242, 2275.825927734375, 17.0, 0.0, 2016.0], [0.07581710913372453, 0.6262440085411072, 26.723600387573242, 2275.825927734375, 30.0, 0.0, 2017.0], [-0.26825425559526284, 0.2683694660663605, 26.723600387573242, 2275.825927734375, 12.0, 0.0, 2018.0], [0.19722895431470033, 0.7200494408607483, 26.723600387573242, 2275.825927734375, 24.0, 0.0, 2019.0], [-0.09744023308045513, 0.4115770757198334, 26.723600387573242, 2275.825927734375, 27.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-50.380303822324514,-3.1277808713051707]}"
965,"[[-0.05860590380454722, 0.942779004573822, 14.445189476013184, 180.8695831298828, 291.0, 0.0, 2003.0], [-0.022202962506983726, 0.9758460521697998, 14.445189476013184, 180.8695831298828, 374.0, 0.0, 2004.0], [-0.007013296848912276, 0.9876906871795654, 14.445189476013184, 180.8695831298828, 344.0, 0.0, 2005.0], [-0.06390169087736908, 0.9274663925170898, 14.445189476013184, 180.8695831298828, 355.0, 0.0, 2006.0], [0.034743811026976434, 1.0227760076522827, 14.445189476013184, 180.8695831298828, 351.0, 0.0, 2007.0], [0.07002386735404931, 1.054720163345337, 14.445189476013184, 180.8695831298828, 338.0, 0.0, 2008.0], [-0.041176797999477044, 0.9401744604110718, 14.445189476013184, 180.8695831298828, 314.0, 0.0, 2009.0], [0.07670479170394073, 1.054720163345337, 14.445189476013184, 180.8695831298828, 371.0, 0.0, 2010.0], [0.16538619900605034, 1.1400656700134277, 14.445189476013184, 180.8695831298828, 337.0, 0.0, 2011.0], [0.04146831494695591, 1.0128118991851807, 14.445189476013184, 180.8695831298828, 367.0, 0.0, 2012.0], [-0.011325944293208101, 0.9299671649932861, 14.445189476013184, 180.8695831298828, 383.0, 0.0, 2021.0], [0.04673017929079237, 0.9846873879432678, 14.445189476013184, 180.8695831298828, 300.0, 0.0, 2022.0], [0.00208868354805003, 0.9700872302055359, 14.445189476013184, 180.8695831298828, 345.0, 0.0, 2013.0], [-0.029633318154052013, 0.9350293278694153, 14.445189476013184, 180.8695831298828, 370.0, 0.0, 2014.0], [-0.05551354209122861, 0.9058132171630859, 14.445189476013184, 180.8695831298828, 338.0, 0.0, 2015.0], [-0.11705384022582566, 0.8409370183944702, 14.445189476013184, 180.8695831298828, 304.0, 0.0, 2016.0], [-0.034564384405493254, 0.9200814366340637, 14.445189476013184, 180.8695831298828, 357.0, 0.0, 2017.0], [0.02745561300513888, 0.9787655472755432, 14.445189476013184, 180.8695831298828, 343.0, 0.0, 2018.0], [-0.03510779885702775, 0.9128662347793579, 14.445189476013184, 180.8695831298828, 361.0, 0.0, 2019.0], [0.01149802018217494, 0.956136167049408, 14.445189476013184, 180.8695831298828, 353.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[66.96309687604558,43.37079808716913]}"
973,"[[-0.03187653034219007, 0.6647638082504272, -11.145428657531738, 434.898193359375, 102.0, 0.0, 2003.0], [0.06314493704512558, 0.7568545341491699, -11.145428657531738, 434.898193359375, 80.0, 0.0, 2004.0], [-0.026007020122203794, 0.6647638082504272, -11.145428657531738, 434.898193359375, 73.0, 0.0, 2005.0], [-0.06159607225247832, 0.6262440085411072, -11.145428657531738, 434.898193359375, 75.0, 0.0, 2006.0], [0.10549467634447462, 0.7904040217399597, -11.145428657531738, 434.898193359375, 73.0, 0.0, 2007.0], [-0.013962462123843, 0.6680161356925964, -11.145428657531738, 434.898193359375, 99.0, 0.0, 2008.0], [0.02228559357038773, 0.7013254165649414, -11.145428657531738, 434.898193359375, 119.0, 0.0, 2009.0], [0.06660579430051938, 0.7427148818969727, -11.145428657531738, 434.898193359375, 74.0, 0.0, 2010.0], [-0.10031619173249551, 0.5728621482849121, -11.145428657531738, 434.898193359375, 92.0, 0.0, 2011.0], [-0.009768476258558922, 0.6604791283607483, -11.145428657531738, 434.898193359375, 147.0, 0.0, 2012.0], [-0.022336623569165992, 0.6215102076530457, -11.145428657531738, 434.898193359375, 115.0, 0.0, 2021.0], [0.05559935729769083, 0.6965154409408569, -11.145428657531738, 434.898193359375, 108.0, 0.0, 2022.0], [0.06721828125604534, 0.7345271110534668, -11.145428657531738, 434.898193359375, 121.0, 0.0, 2013.0], [-0.12578777021428644, 0.5385903120040894, -11.145428657531738, 434.898193359375, 114.0, 0.0, 2014.0], [-0.009365916861931778, 0.6520814299583435, -11.145428657531738, 434.898193359375, 87.0, 0.0, 2015.0], [0.02975474446680859, 0.6882713437080383, -11.145428657531738, 434.898193359375, 127.0, 0.0, 2016.0], [0.0373778483215923, 0.6929556727409363, -11.145428657531738, 434.898193359375, 87.0, 0.0, 2017.0], [-0.08929617311242999, 0.5633509159088135, -11.145428657531738, 434.898193359375, 99.0, 0.0, 2018.0], [0.01721194987860286, 0.6669282913208008, -11.145428657531738, 434.898193359375, 93.0, 0.0, 2019.0], [0.025620054108337786, 0.6724056601524353, -11.145428657531738, 434.898193359375, 119.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[100.18159695756269,69.03184831923369]}"
976,"[[0.07033545896239757, 0.7062103152275085, 22.464698791503906, 195.88377380371094, 419.0, 0.0, 2003.0], [-0.022951176856870537, 0.6095263361930847, 22.464698791503906, 195.88377380371094, 420.0, 0.0, 2004.0], [-0.06179188337027852, 0.5672789812088013, 22.464698791503906, 195.88377380371094, 430.0, 0.0, 2005.0], [-0.01342199414693035, 0.6122515201568604, 22.464698791503906, 195.88377380371094, 430.0, 0.0, 2006.0], [0.11905915424487801, 0.7413353323936462, 22.464698791503906, 195.88377380371094, 440.0, 0.0, 2007.0], [0.015091015514124617, 0.6339698433876038, 22.464698791503906, 195.88377380371094, 439.0, 0.0, 2008.0], [-0.026087974153688576, 0.5893841981887817, 22.464698791503906, 195.88377380371094, 442.0, 0.0, 2009.0], [0.05161233336440152, 0.6636871695518494, 22.464698791503906, 195.88377380371094, 471.0, 0.0, 2010.0], [-0.10358677241118219, 0.5050907135009766, 22.464698791503906, 195.88377380371094, 415.0, 0.0, 2011.0], [-0.07523040848897833, 0.530049741268158, 22.464698791503906, 195.88377380371094, 449.0, 0.0, 2012.0], [-0.04392346502918121, 0.5307526588439941, 22.464698791503906, 195.88377380371094, 443.0, 0.0, 2021.0], [0.021516836829970187, 0.5927956104278564, 22.464698791503906, 195.88377380371094, 419.0, 0.0, 2022.0], [-0.003017164308219855, 0.5988563299179077, 22.464698791503906, 195.88377380371094, 437.0, 0.0, 2013.0], [0.060940889244657126, 0.6594170331954956, 22.464698791503906, 195.88377380371094, 452.0, 0.0, 2014.0], [-0.0394394812233978, 0.5556393265724182, 22.464698791503906, 195.88377380371094, 412.0, 0.0, 2015.0], [-0.06373099184135822, 0.5279504656791687, 22.464698791503906, 195.88377380371094, 397.0, 0.0, 2016.0], [-0.042385364790879176, 0.5458894371986389, 22.464698791503906, 195.88377380371094, 424.0, 0.0, 2017.0], [0.018380667100074688, 0.6032581329345703, 22.464698791503906, 195.88377380371094, 454.0, 0.0, 2018.0], [0.059409469458951425, 0.640889585018158, 22.464698791503906, 195.88377380371094, 489.0, 0.0, 2019.0], [0.07922085190151051, 0.6573036313056946, 22.464698791503906, 195.88377380371094, 422.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[113.64610563926917,-25.964525525713917]}"
978,"[[0.022657218976970706, 0.47957077622413635, 24.33273696899414, 1254.391357421875, 41.0, 0.0, 2003.0], [-0.028204851881441395, 0.42940282821655273, 24.33273696899414, 1254.391357421875, 34.0, 0.0, 2004.0], [-0.03545536028836904, 0.42284834384918213, 24.33273696899414, 1254.391357421875, 30.0, 0.0, 2005.0], [0.04869742923286713, 0.5076952576637268, 24.33273696899414, 1254.391357421875, 56.0, 0.0, 2006.0], [-0.031813897842977, 0.4278780519962311, 24.33273696899414, 1254.391357421875, 29.0, 0.0, 2007.0], [-0.05922416502912309, 0.40116190910339355, 24.33273696899414, 1254.391357421875, 51.0, 0.0, 2008.0], [-0.1331035482267669, 0.32797855138778687, 24.33273696899414, 1254.391357421875, 26.0, 0.0, 2009.0], [0.1242332813879865, 0.5860095024108887, 24.33273696899414, 1254.391357421875, 27.0, 0.0, 2010.0], [-0.01686202746419041, 0.44560831785202026, 24.33273696899414, 1254.391357421875, 38.0, 0.0, 2011.0], [0.08944247354491114, 0.5526069402694702, 24.33273696899414, 1254.391357421875, 30.0, 0.0, 2012.0], [-0.011778509933768055, 0.45763877034187317, 24.33273696899414, 1254.391357421875, 24.0, 0.0, 2021.0], [-0.07357174626092056, 0.3965396583080292, 24.33273696899414, 1254.391357421875, 56.0, 0.0, 2022.0], [-0.041510711408637824, 0.4223497807979584, 24.33273696899414, 1254.391357421875, 40.0, 0.0, 2013.0], [0.0850490245332679, 0.5496036410331726, 24.33273696899414, 1254.391357421875, 27.0, 0.0, 2014.0], [-0.1038341563710064, 0.3614145815372467, 24.33273696899414, 1254.391357421875, 28.0, 0.0, 2015.0], [0.18407374365247275, 0.6500166058540344, 24.33273696899414, 1254.391357421875, 26.0, 0.0, 2016.0], [-0.12930225805446366, 0.33733662962913513, 24.33273696899414, 1254.391357421875, 33.0, 0.0, 2017.0], [0.18787128702011335, 0.6552042961120605, 24.33273696899414, 1254.391357421875, 34.0, 0.0, 2018.0], [0.11464355524389469, 0.5826706886291504, 24.33273696899414, 1254.391357421875, 27.0, 0.0, 2019.0], [-0.1920067808308203, 0.2767144739627838, 24.33273696899414, 1254.391357421875, 27.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[13.425233044138325,-6.15962864860364]}"
979,"[[0.11689442951641371, 0.8371783494949341, -14.118685722351074, 407.0118713378906, 60.0, 0.0, 2003.0], [-0.032411894512208606, 0.6906047463417053, -14.118685722351074, 407.0118713378906, 75.0, 0.0, 2004.0], [0.09682134515958851, 0.8225781917572021, -14.118685722351074, 407.0118713378906, 64.0, 0.0, 2005.0], [-0.024731214196583196, 0.7037583589553833, -14.118685722351074, 407.0118713378906, 54.0, 0.0, 2006.0], [-0.03589792702409056, 0.6953243613243103, -14.118685722351074, 407.0118713378906, 73.0, 0.0, 2007.0], [0.10887838486989032, 0.842833399772644, -14.118685722351074, 407.0118713378906, 84.0, 0.0, 2008.0], [-0.15814876188220583, 0.5785464644432068, -14.118685722351074, 407.0118713378906, 49.0, 0.0, 2009.0], [0.00467262915686395, 0.7441005706787109, -14.118685722351074, 407.0118713378906, 74.0, 0.0, 2010.0], [0.034082482158022565, 0.7762431502342224, -14.118685722351074, 407.0118713378906, 99.0, 0.0, 2011.0], [-0.11864937473152704, 0.6262440085411072, -14.118685722351074, 407.0118713378906, 113.0, 0.0, 2012.0], [0.12043719081451032, 0.8899475336074829, -14.118685722351074, 407.0118713378906, 49.0, 0.0, 2021.0], [0.22154195434194457, 0.99378502368927, -14.118685722351074, 407.0118713378906, 56.0, 0.0, 2022.0], [-0.021086055461131736, 0.7265475392341614, -14.118685722351074, 407.0118713378906, 107.0, 0.0, 2013.0], [-0.05145513121668699, 0.698911190032959, -14.118685722351074, 407.0118713378906, 77.0, 0.0, 2014.0], [0.06068735099746214, 0.8137863874435425, -14.118685722351074, 407.0118713378906, 107.0, 0.0, 2015.0], [-0.13432155534738754, 0.6215102076530457, -14.118685722351074, 407.0118713378906, 88.0, 0.0, 2016.0], [0.027040429923373965, 0.7856124043464661, -14.118685722351074, 407.0118713378906, 80.0, 0.0, 2017.0], [0.0971267688536791, 0.8584314584732056, -14.118685722351074, 407.0118713378906, 63.0, 0.0, 2018.0], [-0.10035024662202996, 0.6636871695518494, -14.118685722351074, 407.0118713378906, 59.0, 0.0, 2019.0], [-0.21113080479789548, 0.5556393265724182, -14.118685722351074, 407.0118713378906, 79.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[106.80453930702205,75.80656842284688]}"
981,"[[-0.16806473599973326, 0.34308838844299316, -12.034061431884766, 634.4175415039062, 90.0, 0.0, 2003.0], [0.1600943472110813, 0.6713024973869324, -12.034061431884766, 634.4175415039062, 102.0, 0.0, 2004.0], [0.08325199701554808, 0.594515323638916, -12.034061431884766, 634.4175415039062, 87.0, 0.0, 2005.0], [-0.030549671898333686, 0.48076868057250977, -12.034061431884766, 634.4175415039062, 117.0, 0.0, 2006.0], [-0.01648996000642633, 0.4948834180831909, -12.034061431884766, 634.4175415039062, 96.0, 0.0, 2007.0], [-0.03364591606783007, 0.4777824878692627, -12.034061431884766, 634.4175415039062, 116.0, 0.0, 2008.0], [0.03366824922058298, 0.5451518297195435, -12.034061431884766, 634.4175415039062, 130.0, 0.0, 2009.0], [0.04486342148922973, 0.5564020276069641, -12.034061431884766, 634.4175415039062, 118.0, 0.0, 2010.0], [0.01566017462582403, 0.5272538065910339, -12.034061431884766, 634.4175415039062, 147.0, 0.0, 2011.0], [0.01769977543374701, 0.5293484330177307, -12.034061431884766, 634.4175415039062, 188.0, 0.0, 2012.0], [0.004168138304504465, 0.5163124799728394, -12.034061431884766, 634.4175415039062, 116.0, 0.0, 2021.0], [0.04573360539220961, 0.55793297290802, -12.034061431884766, 634.4175415039062, 102.0, 0.0, 2022.0], [-0.030935153573341645, 0.48076868057250977, -12.034061431884766, 634.4175415039062, 124.0, 0.0, 2013.0], [-0.1815597077621105, 0.33019915223121643, -12.034061431884766, 634.4175415039062, 109.0, 0.0, 2014.0], [0.07085680301704966, 0.5826706886291504, -12.034061431884766, 634.4175415039062, 108.0, 0.0, 2015.0], [0.01123706750618303, 0.5231059789657593, -12.034061431884766, 634.4175415039062, 131.0, 0.0, 2016.0], [0.01672458646662367, 0.5286486744880676, -12.034061431884766, 634.4175415039062, 115.0, 0.0, 2017.0], [-0.042409907402424896, 0.46956920623779297, -12.034061431884766, 634.4175415039062, 130.0, 0.0, 2018.0], [0.028002479221870935, 0.5400366187095642, -12.034061431884766, 634.4175415039062, 102.0, 0.0, 2019.0], [-0.028305592194250995, 0.4837835729122162, -12.034061431884766, 634.4175415039062, 104.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[126.4551928064618,68.14063029314252]}"
986,"[[0.0314186273181879, 0.49052003026008606, 10.827665328979492, 1747.0400390625, 180.0, 0.0, 2003.0], [-0.031410723864451096, 0.42384788393974304, 10.827665328979492, 1747.0400390625, 233.0, 0.0, 2004.0], [-0.01478728705784882, 0.43661800026893616, 10.827665328979492, 1747.0400390625, 195.0, 0.0, 2005.0], [0.05688044601831865, 0.5044429302215576, 10.827665328979492, 1747.0400390625, 164.0, 0.0, 2006.0], [-0.025821697764725315, 0.4178979992866516, 10.827665328979492, 1747.0400390625, 200.0, 0.0, 2007.0], [-0.011491397788304658, 0.42838549613952637, 10.827665328979492, 1747.0400390625, 176.0, 0.0, 2008.0], [0.045947579211628675, 0.4819711446762085, 10.827665328979492, 1747.0400390625, 181.0, 0.0, 2009.0], [-0.0027779500961650494, 0.42940282821655273, 10.827665328979492, 1747.0400390625, 183.0, 0.0, 2010.0], [4.75209503545404E-5, 0.42838549613952637, 10.827665328979492, 1747.0400390625, 185.0, 0.0, 2011.0], [-0.05052506689206138, 0.3739701211452484, 10.827665328979492, 1747.0400390625, 172.0, 0.0, 2012.0], [0.01834710452510324, 0.40822553634643555, 10.827665328979492, 1747.0400390625, 209.0, 0.0, 2021.0], [-0.0077661649202441785, 0.3782694637775421, 10.827665328979492, 1747.0400390625, 190.0, 0.0, 2022.0], [-0.03976424555275737, 0.38087761402130127, 10.827665328979492, 1747.0400390625, 206.0, 0.0, 2013.0], [0.04817159183821418, 0.4649706482887268, 10.827665328979492, 1747.0400390625, 179.0, 0.0, 2014.0], [-0.04574486783609566, 0.36721140146255493, 10.827665328979492, 1747.0400390625, 187.0, 0.0, 2015.0], [0.014734417764638352, 0.42384788393974304, 10.827665328979492, 1747.0400390625, 166.0, 0.0, 2016.0], [-0.030434838925690155, 0.37482529878616333, 10.827665328979492, 1747.0400390625, 197.0, 0.0, 2017.0], [0.016480648726660163, 0.4178979992866516, 10.827665328979492, 1747.0400390625, 176.0, 0.0, 2018.0], [0.014002528283387883, 0.4115770757198334, 10.827665328979492, 1747.0400390625, 170.0, 0.0, 2019.0], [0.014493776061852093, 0.40822553634643555, 10.827665328979492, 1747.0400390625, 166.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[138.442148452288,35.69260481397376]}"
989,"[[0.012248176440091907, 0.700115978717804, 24.530765533447266, 1351.8360595703125, 252.0, 0.0, 2003.0], [-0.033473879930872474, 0.6510473489761353, 24.530765533447266, 1351.8360595703125, 251.0, 0.0, 2004.0], [0.003637877322890448, 0.6848033666610718, 24.530765533447266, 1351.8360595703125, 228.0, 0.0, 2005.0], [-0.003195240819032996, 0.6746236681938171, 24.530765533447266, 1351.8360595703125, 238.0, 0.0, 2006.0], [-0.025483022795442123, 0.6489893198013306, 24.530765533447266, 1351.8360595703125, 210.0, 0.0, 2007.0], [0.006854601097546542, 0.677980363368988, 24.530765533447266, 1351.8360595703125, 230.0, 0.0, 2008.0], [0.01133723303512335, 0.6791072487831116, 24.530765533447266, 1351.8360595703125, 195.0, 0.0, 2009.0], [0.027354554837553335, 0.6917780041694641, 24.530765533447266, 1351.8360595703125, 215.0, 0.0, 2010.0], [-0.08821472072166747, 0.5728621482849121, 24.530765533447266, 1351.8360595703125, 223.0, 0.0, 2011.0], [0.021376946192609436, 0.6791072487831116, 24.530765533447266, 1351.8360595703125, 233.0, 0.0, 2012.0], [-0.06579023585972854, 0.5617933869361877, 24.530765533447266, 1351.8360595703125, 233.0, 0.0, 2021.0], [-0.11193112711490283, 0.5123059153556824, 24.530765533447266, 1351.8360595703125, 229.0, 0.0, 2022.0], [-0.047549919607698166, 0.6068246364593506, 24.530765533447266, 1351.8360595703125, 242.0, 0.0, 2013.0], [0.06645947867265001, 0.7174874544143677, 24.530765533447266, 1351.8360595703125, 179.0, 0.0, 2014.0], [0.002335196528394312, 0.6500166058540344, 24.530765533447266, 1351.8360595703125, 190.0, 0.0, 2015.0], [0.034772419782802544, 0.6791072487831116, 24.530765533447266, 1351.8360595703125, 226.0, 0.0, 2016.0], [0.006986229527233601, 0.6479653120040894, 24.530765533447266, 1351.8360595703125, 202.0, 0.0, 2017.0], [0.0996002286329779, 0.7372327446937561, 24.530765533447266, 1351.8360595703125, 195.0, 0.0, 2018.0], [0.06462525429751187, 0.698911190032959, 24.530765533447266, 1351.8360595703125, 204.0, 0.0, 2019.0], [0.018049950481961008, 0.6489893198013306, 24.530765533447266, 1351.8360595703125, 280.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-57.53540807941275,-23.105258693677712]}"
